order_id,customer_id,order_ts,status,order_date,order_month,item_count,total_quantity,gross_revenue,total_cost,gross_margin,net_revenue,net_margin,cost_pct
380,1342,2024-03-30 12:50:08,completed,2024-03-30,2024-03,1,1,51.41,22.91,28.499999999999996,51.41,28.499999999999996,0.4456
381,832,2024-03-30 17:21:43,completed,2024-03-30,2024-03,2,8,199.9,126.61000000000001,73.28999999999999,199.9,73.28999999999999,0.6334
382,1046,2024-03-30 20:10:26,cancelled,2024-03-30,2024-03,3,5,124.05000000000001,63.129999999999995,60.92,124.05000000000001,60.92,0.5089
383,566,2024-03-30 20:13:36,refunded,2024-03-30,2024-03,1,1,65.57,33.01,32.559999999999995,65.57,32.559999999999995,0.5034
384,1944,2024-03-31 02:15:39,completed,2024-03-31,2024-03,3,9,529.0400000000001,288.4,240.64000000000004,529.0400000000001,240.64000000000004,0.5451
385,392,2024-03-31 04:29:02,completed,2024-03-31,2024-03,3,14,645.61,368.36,277.25,645.61,277.25,0.5706
386,1786,2024-03-31 05:50:34,completed,2024-03-31,2024-03,3,6,253.10999999999999,138.64,114.47,253.10999999999999,114.47,0.5477
387,1970,2024-03-31 05:58:53,completed,2024-03-31,2024-03,4,15,634.36,285.01,349.35,634.36,349.35,0.4493
388,1076,2024-03-31 13:19:19,cancelled,2024-03-31,2024-03,2,4,82.24000000000001,47.96,34.28,82.24000000000001,34.28,0.5832
389,1744,2024-03-31 14:25:42,completed,2024-03-31,2024-03,1,2,46.4,27.7,18.7,46.4,18.7,0.597
390,32,2024-03-31 16:38:47,completed,2024-03-31,2024-03,4,12,587.94,272.76,315.18,587.94,315.18,0.4639
391,408,2024-03-31 21:13:04,completed,2024-03-31,2024-03,3,10,445.06,197.64999999999998,247.41,445.06,247.41,0.4441
392,881,2024-03-31 22:04:24,cancelled,2024-03-31,2024-03,3,7,495.28999999999996,287.71999999999997,207.57,495.28999999999996,207.57,0.5809
393,1484,2024-04-01 01:02:34,completed,2024-04-01,2024-04,3,4,97.78,53.07,44.709999999999994,97.78,44.709999999999994,0.5427
394,1738,2024-04-01 04:57:17,cancelled,2024-04-01,2024-04,2,9,167.81,85.16,82.65,167.81,82.65,0.5075
395,1,2024-04-01 05:22:59,completed,2024-04-01,2024-04,1,1,16.13,10.82,5.309999999999999,16.13,5.309999999999999,0.6708
396,218,2024-04-01 05:38:40,completed,2024-04-01,2024-04,3,7,393.79,212.9,180.89,393.79,180.89,0.5406
397,1730,2024-04-01 10:39:35,completed,2024-04-01,2024-04,4,12,348.07,225.53999999999996,122.53000000000003,348.07,122.53000000000003,0.648
398,946,2024-04-01 12:40:50,refunded,2024-04-01,2024-04,1,5,159.65,64.95,94.7,159.65,94.7,0.4068
399,1963,2024-04-01 14:35:22,completed,2024-04-01,2024-04,2,7,298.98,147.07999999999998,151.9,298.98,151.9,0.4919
400,581,2024-04-01 16:04:20,refunded,2024-04-01,2024-04,4,12,300.52,161.84,138.68,300.52,138.68,0.5385
401,1811,2024-04-01 17:01:04,completed,2024-04-01,2024-04,2,9,131.66000000000003,74.38,57.28000000000001,131.66000000000003,57.28000000000001,0.5649
402,653,2024-04-01 20:44:38,refunded,2024-04-01,2024-04,1,2,35.76,24.84,10.919999999999998,35.76,10.919999999999998,0.6946
403,385,2024-04-02 01:50:26,cancelled,2024-04-02,2024-04,4,13,477.21,228.54,248.67000000000002,477.21,248.67000000000002,0.4789
404,1175,2024-04-02 03:22:14,cancelled,2024-04-02,2024-04,1,2,34.54,21.42,13.119999999999997,34.54,13.119999999999997,0.6202
405,1769,2024-04-02 04:49:38,completed,2024-04-02,2024-04,1,1,30.02,13.18,16.84,30.02,16.84,0.439
406,349,2024-04-02 06:57:56,completed,2024-04-02,2024-04,2,7,209.27,77.79,131.48,209.27,131.48,0.3717
407,583,2024-04-02 10:17:01,completed,2024-04-02,2024-04,2,6,174.82,82.44,92.38,174.82,92.38,0.4716
408,826,2024-04-02 11:05:25,completed,2024-04-02,2024-04,2,10,392.45000000000005,263.4,129.05,392.45000000000005,129.05,0.6712
409,1827,2024-04-02 11:56:58,completed,2024-04-02,2024-04,4,16,615.76,379.73,236.02999999999997,615.76,236.02999999999997,0.6167
410,32,2024-04-02 13:21:33,refunded,2024-04-02,2024-04,3,13,344.47999999999996,174.37,170.10999999999996,344.47999999999996,170.10999999999996,0.5062
411,1867,2024-04-02 16:58:16,completed,2024-04-02,2024-04,2,8,535.16,323.02,212.14,535.16,212.14,0.6036
412,832,2024-04-02 17:08:18,cancelled,2024-04-02,2024-04,3,5,97.75999999999999,49.120000000000005,48.63999999999999,97.75999999999999,48.63999999999999,0.5025
413,1619,2024-04-02 17:29:11,completed,2024-04-02,2024-04,3,11,878.25,511.89,366.35999999999996,878.25,366.35999999999996,0.5829
414,1251,2024-04-02 18:18:27,cancelled,2024-04-02,2024-04,3,9,316.25,156.39,159.86,316.25,159.86,0.4945
415,196,2024-04-02 18:44:52,completed,2024-04-02,2024-04,2,9,448.44,275.01,173.43,448.44,173.43,0.6133
416,1633,2024-04-02 19:47:20,cancelled,2024-04-02,2024-04,3,7,444.35999999999996,286.28000000000003,158.07999999999998,444.35999999999996,158.07999999999998,0.6443
417,1359,2024-04-03 05:01:21,completed,2024-04-03,2024-04,2,9,266.02,99.77,166.25,266.02,166.25,0.375
418,1542,2024-04-03 05:36:42,cancelled,2024-04-03,2024-04,2,7,419.26,199.13,220.13,419.26,220.13,0.475
419,567,2024-04-03 08:11:58,completed,2024-04-03,2024-04,1,3,108.81,62.22,46.59,108.81,46.59,0.5718
420,1776,2024-04-03 09:32:57,cancelled,2024-04-03,2024-04,1,1,66.27,33.01,33.26,66.27,33.26,0.4981
421,826,2024-04-03 09:40:27,cancelled,2024-04-03,2024-04,4,13,275.40000000000003,154.05,121.35000000000002,275.40000000000003,121.35000000000002,0.5594
422,724,2024-04-03 10:57:43,completed,2024-04-03,2024-04,4,11,447.44,236.57999999999998,210.86,447.44,210.86,0.5287
423,365,2024-04-03 13:29:52,cancelled,2024-04-03,2024-04,2,2,61.24,34.22,27.020000000000003,61.24,27.020000000000003,0.5588
424,1124,2024-04-03 15:05:23,completed,2024-04-03,2024-04,2,4,265.44,165.02,100.42000000000002,265.44,100.42000000000002,0.6217
425,1545,2024-04-03 17:06:41,completed,2024-04-03,2024-04,4,16,474.33000000000004,274.8,199.53000000000003,474.33000000000004,199.53000000000003,0.5793
426,617,2024-04-03 17:12:24,completed,2024-04-03,2024-04,3,11,852.23,548.9300000000001,303.29999999999995,852.23,303.29999999999995,0.6441
427,1744,2024-04-04 00:21:26,refunded,2024-04-04,2024-04,1,1,65.4,35.48,29.92000000000001,65.4,29.92000000000001,0.5425
428,182,2024-04-04 02:22:05,cancelled,2024-04-04,2024-04,3,10,231.99,116.34,115.65,231.99,115.65,0.5015
429,1180,2024-04-04 08:13:27,cancelled,2024-04-04,2024-04,4,11,244.81,107.17999999999999,137.63,244.81,137.63,0.4378
430,1386,2024-04-04 11:46:29,completed,2024-04-04,2024-04,1,5,345.34999999999997,199.60000000000002,145.74999999999994,345.34999999999997,145.74999999999994,0.578
431,1895,2024-04-04 13:04:42,cancelled,2024-04-04,2024-04,4,17,573.86,275.2,298.65999999999997,573.86,298.65999999999997,0.4796
432,728,2024-04-04 20:23:07,completed,2024-04-04,2024-04,4,16,698.43,274.71,423.71999999999997,698.43,423.71999999999997,0.3933
433,1607,2024-04-05 01:13:11,completed,2024-04-05,2024-04,1,1,108.42,70.78,37.64,108.42,37.64,0.6528
434,1409,2024-04-05 02:25:30,completed,2024-04-05,2024-04,4,13,506.40999999999997,232.84,273.57000000000005,506.40999999999997,273.57000000000005,0.4598
435,832,2024-04-05 02:48:14,completed,2024-04-05,2024-04,3,11,630.3100000000001,330.49,299.82,630.3100000000001,299.82,0.5243
436,823,2024-04-05 02:52:44,completed,2024-04-05,2024-04,1,2,88.92,34.88,54.04,88.92,54.04,0.3923
437,1542,2024-04-05 04:05:02,completed,2024-04-05,2024-04,4,15,557.85,290.84999999999997,267.0,557.85,267.0,0.5214
438,977,2024-04-05 05:44:31,cancelled,2024-04-05,2024-04,4,14,470.94000000000005,218.05,252.89000000000001,470.94000000000005,252.89000000000001,0.463
439,1402,2024-04-05 07:01:19,completed,2024-04-05,2024-04,3,12,496.17,269.18,226.99,496.17,226.99,0.5425
440,1798,2024-04-05 08:12:49,refunded,2024-04-05,2024-04,4,13,635.88,373.09000000000003,262.79,635.88,262.79,0.5867
441,1453,2024-04-05 12:08:16,completed,2024-04-05,2024-04,4,9,156.63,70.93,85.70000000000002,156.63,85.70000000000002,0.4529
442,287,2024-04-05 13:49:37,cancelled,2024-04-05,2024-04,2,9,243.48,122.68,120.79999999999998,243.48,120.79999999999998,0.5039
443,443,2024-04-05 15:31:26,completed,2024-04-05,2024-04,1,2,114.06,50.42,63.64,114.06,63.64,0.442
444,1698,2024-04-05 16:47:27,refunded,2024-04-05,2024-04,4,13,493.79,252.35999999999999,241.43,493.79,241.43,0.5111
445,1730,2024-04-05 19:22:12,completed,2024-04-05,2024-04,4,9,296.36,128.9,167.46,296.36,167.46,0.4349
446,863,2024-04-05 21:08:10,refunded,2024-04-05,2024-04,2,7,367.72,182.44,185.27999999999997,367.72,185.27999999999997,0.4961
447,1022,2024-04-05 22:40:51,cancelled,2024-04-05,2024-04,3,8,269.16,165.11,104.05000000000001,269.16,104.05000000000001,0.6134
448,349,2024-04-05 23:18:42,completed,2024-04-05,2024-04,3,6,344.31,163.26,181.05,344.31,181.05,0.4742
449,157,2024-04-05 23:56:28,completed,2024-04-05,2024-04,2,3,107.02000000000001,57.849999999999994,49.17,107.02000000000001,49.17,0.5406
450,241,2024-04-06 05:30:54,completed,2024-04-06,2024-04,3,11,419.33000000000004,194.69,224.64,419.33000000000004,224.64,0.4643
451,1124,2024-04-06 06:34:20,completed,2024-04-06,2024-04,3,9,495.78000000000003,211.7,284.08000000000004,495.78000000000003,284.08000000000004,0.427
452,258,2024-04-06 13:22:44,completed,2024-04-06,2024-04,4,14,456.02,248.34,207.67999999999998,456.02,207.67999999999998,0.5446
453,1983,2024-04-06 16:02:48,completed,2024-04-06,2024-04,2,7,367.15,147.61,219.54000000000002,367.15,219.54000000000002,0.402
454,1358,2024-04-06 17:00:55,completed,2024-04-06,2024-04,1,5,268.4,136.54999999999998,131.85,268.4,131.85,0.5088
455,357,2024-04-06 17:09:09,completed,2024-04-06,2024-04,2,6,142.14,63.26,78.88,142.14,78.88,0.4451
456,832,2024-04-06 17:50:01,completed,2024-04-06,2024-04,1,3,150.18,84.72,65.46000000000001,150.18,65.46000000000001,0.5641
457,1464,2024-04-06 17:54:55,completed,2024-04-06,2024-04,1,5,133.95,59.349999999999994,74.6,133.95,74.6,0.4431
458,280,2024-04-06 19:26:22,completed,2024-04-06,2024-04,3,12,660.33,269.99,390.34000000000003,660.33,390.34000000000003,0.4089
459,253,2024-04-06 22:47:40,completed,2024-04-06,2024-04,4,14,499.72999999999996,302.21000000000004,197.51999999999998,499.72999999999996,197.51999999999998,0.6047
460,501,2024-04-07 00:11:53,completed,2024-04-07,2024-04,1,4,69.56,39.72,29.840000000000003,69.56,29.840000000000003,0.571
461,1880,2024-04-07 02:54:42,cancelled,2024-04-07,2024-04,2,4,91.74,41.29,50.45,91.74,50.45,0.4501
462,1488,2024-04-07 04:40:05,completed,2024-04-07,2024-04,1,2,55.36,31.2,24.16,55.36,24.16,0.5636
463,1996,2024-04-07 05:46:37,completed,2024-04-07,2024-04,2,6,351.28,184.07999999999998,167.2,351.28,167.2,0.524
464,568,2024-04-07 05:47:05,completed,2024-04-07,2024-04,3,11,294.25,167.0,127.25,294.25,127.25,0.5675
465,315,2024-04-07 07:37:58,cancelled,2024-04-07,2024-04,4,6,280.49,146.32,134.17000000000002,280.49,134.17000000000002,0.5217
466,899,2024-04-07 09:27:31,completed,2024-04-07,2024-04,4,10,271.6,130.35,141.25,271.6,141.25,0.4799
467,1288,2024-04-07 09:37:06,refunded,2024-04-07,2024-04,4,9,290.19,153.53,136.66,290.19,136.66,0.5291
468,211,2024-04-07 11:53:11,completed,2024-04-07,2024-04,2,6,114.03000000000002,44.12,69.91000000000001,114.03000000000002,69.91000000000001,0.3869
469,1523,2024-04-07 12:58:00,completed,2024-04-07,2024-04,4,11,481.99,214.41,267.58000000000004,481.99,267.58000000000004,0.4448
470,386,2024-04-07 14:11:32,refunded,2024-04-07,2024-04,2,5,187.55,108.94,78.61,187.55,78.61,0.5809
471,1652,2024-04-07 17:14:21,refunded,2024-04-07,2024-04,1,1,15.4,9.21,6.1899999999999995,15.4,6.1899999999999995,0.5981
472,1562,2024-04-07 18:07:04,completed,2024-04-07,2024-04,4,12,261.22,136.37,124.85,261.22,124.85,0.5221
473,1880,2024-04-07 18:08:12,completed,2024-04-07,2024-04,4,12,388.85999999999996,220.33,168.52999999999997,388.85999999999996,168.52999999999997,0.5666
474,1534,2024-04-07 20:34:10,completed,2024-04-07,2024-04,1,1,49.54,28.57,20.97,49.54,20.97,0.5767
475,313,2024-04-07 22:24:14,completed,2024-04-07,2024-04,1,2,78.72,42.14,36.58,78.72,36.58,0.5353
476,919,2024-04-07 23:24:51,completed,2024-04-07,2024-04,4,14,299.78,129.01,170.76999999999998,299.78,170.76999999999998,0.4303
477,313,2024-04-08 00:34:59,refunded,2024-04-08,2024-04,2,8,123.8,61.48,62.32,123.8,62.32,0.4966
478,287,2024-04-08 07:11:38,completed,2024-04-08,2024-04,4,7,207.08,107.0,100.08000000000001,207.08,100.08000000000001,0.5167
479,1660,2024-04-08 07:32:48,refunded,2024-04-08,2024-04,4,16,941.56,474.94,466.62,941.56,466.62,0.5044
480,699,2024-04-08 11:40:12,refunded,2024-04-08,2024-04,3,11,635.93,394.78999999999996,241.13999999999993,635.93,241.13999999999993,0.6208
481,1908,2024-04-08 12:49:02,cancelled,2024-04-08,2024-04,1,3,55.62,26.28,29.339999999999996,55.62,29.339999999999996,0.4725
482,1562,2024-04-08 13:57:53,completed,2024-04-08,2024-04,3,9,541.72,305.91,235.81,541.72,235.81,0.5647
483,1297,2024-04-08 16:03:30,completed,2024-04-08,2024-04,1,2,158.26,63.44,94.82,158.26,94.82,0.4009
484,1805,2024-04-08 17:53:13,refunded,2024-04-08,2024-04,3,10,240.47000000000003,131.41,109.06,240.47000000000003,109.06,0.5465
485,1288,2024-04-08 19:27:39,completed,2024-04-08,2024-04,3,6,257.77,115.69,142.08,257.77,142.08,0.4488
486,1836,2024-04-08 19:32:53,completed,2024-04-08,2024-04,2,9,425.56,226.24,199.32,425.56,199.32,0.5316
487,142,2024-04-08 23:37:00,refunded,2024-04-08,2024-04,2,7,219.29,131.07,88.22,219.29,88.22,0.5977
488,759,2024-04-09 01:34:59,cancelled,2024-04-09,2024-04,4,8,368.96000000000004,202.31,166.65,368.96000000000004,166.65,0.5483
489,1730,2024-04-09 02:52:38,completed,2024-04-09,2024-04,2,5,107.68,48.239999999999995,59.44,107.68,59.44,0.448
490,97,2024-04-09 10:06:22,completed,2024-04-09,2024-04,4,11,336.96000000000004,196.75,140.21,336.96000000000004,140.21,0.5839
491,1850,2024-04-09 11:31:25,cancelled,2024-04-09,2024-04,4,13,370.78,199.44,171.34,370.78,171.34,0.5379
492,218,2024-04-09 13:03:33,completed,2024-04-09,2024-04,4,13,850.3299999999999,555.3900000000001,294.93999999999994,850.3299999999999,294.93999999999994,0.6531
493,150,2024-04-09 13:28:06,refunded,2024-04-09,2024-04,4,12,416.5,183.96,232.54,416.5,232.54,0.4417
494,1459,2024-04-09 13:30:32,completed,2024-04-09,2024-04,3,7,330.33000000000004,151.51999999999998,178.81,330.33000000000004,178.81,0.4587
495,1996,2024-04-09 16:07:11,completed,2024-04-09,2024-04,4,13,291.05,144.32,146.73,291.05,146.73,0.4959
496,1770,2024-04-09 16:31:05,completed,2024-04-09,2024-04,3,6,375.97,217.20999999999998,158.76000000000002,375.97,158.76000000000002,0.5777
497,604,2024-04-09 16:38:22,completed,2024-04-09,2024-04,1,1,8.59,5.39,3.2,8.59,3.2,0.6275
498,1730,2024-04-09 18:09:59,completed,2024-04-09,2024-04,1,1,9.71,5.67,4.040000000000001,9.71,4.040000000000001,0.5839
499,1187,2024-04-09 22:19:22,completed,2024-04-09,2024-04,3,12,735.91,402.28,333.63,735.91,333.63,0.5466
500,817,2024-04-09 23:55:06,completed,2024-04-09,2024-04,3,8,121.57,63.63,57.94,121.57,57.94,0.5234
501,1698,2024-04-10 01:47:10,completed,2024-04-10,2024-04,4,14,742.73,370.0,372.73,742.73,372.73,0.4982
502,1038,2024-04-10 02:46:15,completed,2024-04-10,2024-04,3,7,249.73000000000002,149.51999999999998,100.21000000000001,249.73000000000002,100.21000000000001,0.5987
503,1038,2024-04-10 06:07:51,completed,2024-04-10,2024-04,1,5,62.65,28.4,34.25,62.65,34.25,0.4533
504,946,2024-04-10 08:12:24,cancelled,2024-04-10,2024-04,4,12,578.18,301.43,276.75,578.18,276.75,0.5213
505,890,2024-04-10 08:57:20,completed,2024-04-10,2024-04,2,8,188.5,98.08,90.42,188.5,90.42,0.5203
506,1113,2024-04-10 09:57:37,completed,2024-04-10,2024-04,4,14,440.02000000000004,224.57,215.45000000000002,440.02000000000004,215.45000000000002,0.5104
507,898,2024-04-10 10:42:53,completed,2024-04-10,2024-04,1,3,131.22,52.650000000000006,78.57,131.22,78.57,0.4012
508,1946,2024-04-10 15:09:29,refunded,2024-04-10,2024-04,1,5,138.3,78.0,60.30000000000001,138.3,60.30000000000001,0.564
509,1798,2024-04-10 17:16:55,refunded,2024-04-10,2024-04,1,5,88.05,53.550000000000004,34.49999999999999,88.05,34.49999999999999,0.6082
510,1852,2024-04-10 17:35:55,completed,2024-04-10,2024-04,4,14,631.48,352.37,279.10999999999996,631.48,279.10999999999996,0.558
511,9,2024-04-10 21:12:51,refunded,2024-04-10,2024-04,1,3,37.32,22.65,14.670000000000002,37.32,14.670000000000002,0.6069
512,546,2024-04-10 23:20:11,completed,2024-04-10,2024-04,3,9,605.4100000000001,254.01,351.4,605.4100000000001,351.4,0.4196
513,1579,2024-04-11 06:06:27,completed,2024-04-11,2024-04,3,11,201.98000000000002,94.30000000000001,107.68,201.98000000000002,107.68,0.4669
514,1913,2024-04-11 11:20:13,completed,2024-04-11,2024-04,4,10,626.71,369.55999999999995,257.15000000000003,626.71,257.15000000000003,0.5897
515,910,2024-04-11 11:30:17,completed,2024-04-11,2024-04,3,12,836.85,479.48,357.37,836.85,357.37,0.573
516,801,2024-04-11 12:28:32,refunded,2024-04-11,2024-04,1,5,184.85,103.0,81.85,184.85,81.85,0.5572
517,1738,2024-04-11 16:35:59,completed,2024-04-11,2024-04,1,1,28.64,13.44,15.200000000000001,28.64,15.200000000000001,0.4693
518,1106,2024-04-12 02:06:31,refunded,2024-04-12,2024-04,1,4,94.36,52.92,41.44,94.36,41.44,0.5608
519,376,2024-04-12 03:52:18,refunded,2024-04-12,2024-04,3,7,458.54999999999995,265.2,193.34999999999997,458.54999999999995,193.34999999999997,0.5783
520,1769,2024-04-12 03:55:40,completed,2024-04-12,2024-04,2,8,132.82,73.07000000000001,59.75,132.82,59.75,0.5501
521,1502,2024-04-12 06:35:25,completed,2024-04-12,2024-04,1,1,19.41,8.37,11.040000000000001,19.41,11.040000000000001,0.4312
522,72,2024-04-12 08:52:50,completed,2024-04-12,2024-04,1,3,62.31,25.11,37.2,62.31,37.2,0.403
523,339,2024-04-12 10:02:57,cancelled,2024-04-12,2024-04,1,4,195.4,113.44,81.96000000000001,195.4,81.96000000000001,0.5806
524,1637,2024-04-12 14:15:58,cancelled,2024-04-12,2024-04,2,7,275.51,120.07,155.44,275.51,155.44,0.4358
525,1265,2024-04-12 14:36:39,refunded,2024-04-12,2024-04,4,13,553.27,287.22,266.05,553.27,266.05,0.5191
526,1677,2024-04-12 15:16:18,completed,2024-04-12,2024-04,4,18,563.4,297.28,266.12,563.4,266.12,0.5277
527,543,2024-04-12 15:42:16,refunded,2024-04-12,2024-04,2,3,204.73,128.1,76.63,204.73,76.63,0.6257
528,924,2024-04-12 17:06:48,completed,2024-04-12,2024-04,2,5,271.16,167.71,103.44999999999999,271.16,103.44999999999999,0.6185
529,280,2024-04-12 18:21:48,completed,2024-04-12,2024-04,4,13,324.63000000000005,171.67000000000002,152.96,324.63000000000005,152.96,0.5288
530,1358,2024-04-12 20:19:46,completed,2024-04-12,2024-04,4,14,368.08,174.5,193.57999999999998,368.08,193.57999999999998,0.4741
531,1637,2024-04-12 22:52:02,cancelled,2024-04-12,2024-04,2,10,351.1,153.9,197.2,351.1,197.2,0.4383
532,1013,2024-04-13 02:56:33,completed,2024-04-13,2024-04,2,6,323.42999999999995,206.09,117.33999999999999,323.42999999999995,117.33999999999999,0.6372
533,1651,2024-04-13 04:26:17,cancelled,2024-04-13,2024-04,1,1,41.58,19.54,22.04,41.58,22.04,0.4699
534,411,2024-04-13 07:19:02,completed,2024-04-13,2024-04,1,3,317.52,191.22,126.29999999999998,317.52,126.29999999999998,0.6022
535,593,2024-04-13 08:48:51,refunded,2024-04-13,2024-04,4,14,760.32,367.20000000000005,393.12,760.32,393.12,0.483
536,618,2024-04-13 11:58:28,completed,2024-04-13,2024-04,1,5,143.2,81.25,61.94999999999999,143.2,61.94999999999999,0.5674
537,1926,2024-04-13 13:15:03,refunded,2024-04-13,2024-04,1,3,140.76,85.08,55.67999999999999,140.76,55.67999999999999,0.6044
538,1794,2024-04-13 13:28:07,completed,2024-04-13,2024-04,2,5,84.0,39.71000000000001,44.28999999999999,84.0,44.28999999999999,0.4727
539,1642,2024-04-13 15:25:32,completed,2024-04-13,2024-04,2,10,207.7,93.3,114.4,207.7,114.4,0.4492
540,1633,2024-04-13 16:50:34,cancelled,2024-04-13,2024-04,1,2,91.78,49.14,42.64,91.78,42.64,0.5354
541,1123,2024-04-13 22:08:27,completed,2024-04-13,2024-04,3,11,221.78,91.59,130.19,221.78,130.19,0.413
542,281,2024-04-14 03:52:21,completed,2024-04-14,2024-04,3,11,635.24,356.57000000000005,278.67,635.24,278.67,0.5613
543,1542,2024-04-14 04:02:32,refunded,2024-04-14,2024-04,3,6,234.32,115.02000000000001,119.30000000000001,234.32,119.30000000000001,0.4909
544,386,2024-04-14 10:36:12,completed,2024-04-14,2024-04,4,15,592.6700000000001,293.03,299.64000000000004,592.6700000000001,299.64000000000004,0.4944
545,1272,2024-04-14 11:36:15,completed,2024-04-14,2024-04,4,14,768.05,426.15999999999997,341.89,768.05,341.89,0.5549
546,436,2024-04-14 16:56:25,completed,2024-04-14,2024-04,2,7,309.41999999999996,167.24,142.17999999999998,309.41999999999996,142.17999999999998,0.5405
547,1386,2024-04-14 17:54:11,cancelled,2024-04-14,2024-04,4,12,448.36,202.05,246.31,448.36,246.31,0.4506
548,1872,2024-04-14 18:39:42,completed,2024-04-14,2024-04,3,9,343.06,199.37,143.69,343.06,143.69,0.5812
549,397,2024-04-14 21:00:51,cancelled,2024-04-14,2024-04,1,3,145.5,84.72,60.78,145.5,60.78,0.5823
550,1633,2024-04-14 21:31:44,refunded,2024-04-14,2024-04,2,4,392.17,248.5,143.67000000000002,392.17,143.67000000000002,0.6337
551,993,2024-04-15 03:31:37,cancelled,2024-04-15,2024-04,1,1,13.8,5.68,8.120000000000001,13.8,8.120000000000001,0.4116
552,510,2024-04-15 05:19:39,completed,2024-04-15,2024-04,4,12,645.3,331.36,313.94,645.3,313.94,0.5135
553,250,2024-04-15 11:25:49,completed,2024-04-15,2024-04,3,4,119.89,57.97,61.92,119.89,61.92,0.4835
554,951,2024-04-15 13:02:24,completed,2024-04-15,2024-04,4,16,874.87,395.13,479.74,874.87,479.74,0.4516
555,1405,2024-04-15 13:44:37,refunded,2024-04-15,2024-04,1,2,123.0,69.42,53.58,123.0,53.58,0.5644
556,187,2024-04-15 17:36:30,refunded,2024-04-15,2024-04,3,9,230.46,133.56,96.9,230.46,96.9,0.5795
557,1464,2024-04-15 18:34:05,completed,2024-04-15,2024-04,3,10,442.33000000000004,219.5,222.83000000000004,442.33000000000004,222.83000000000004,0.4962
558,1112,2024-04-15 22:29:48,completed,2024-04-15,2024-04,3,9,223.82999999999998,111.06,112.77,223.82999999999998,112.77,0.4962
559,182,2024-04-15 22:54:09,refunded,2024-04-15,2024-04,2,10,408.35,226.45,181.90000000000003,408.35,181.90000000000003,0.5545
560,1842,2024-04-16 01:08:31,completed,2024-04-16,2024-04,1,3,77.76,45.18,32.580000000000005,77.76,32.580000000000005,0.581
561,281,2024-04-16 01:47:46,completed,2024-04-16,2024-04,4,12,514.54,310.63,203.91,514.54,203.91,0.6037
562,1970,2024-04-16 02:05:43,completed,2024-04-16,2024-04,2,2,65.17,26.96,38.209999999999994,65.17,38.209999999999994,0.4137
563,567,2024-04-16 04:21:03,completed,2024-04-16,2024-04,4,11,256.72,129.97,126.75,256.72,126.75,0.5063
564,617,2024-04-16 05:17:06,completed,2024-04-16,2024-04,2,6,246.01999999999998,139.5,106.51999999999998,246.01999999999998,106.51999999999998,0.567
565,480,2024-04-16 05:57:17,completed,2024-04-16,2024-04,2,8,125.39,70.68,54.71,125.39,54.71,0.5637
566,779,2024-04-16 07:27:00,completed,2024-04-16,2024-04,2,7,306.96,180.07,126.88999999999999,306.96,126.88999999999999,0.5866
567,964,2024-04-16 08:09:27,completed,2024-04-16,2024-04,1,2,63.06,28.68,34.38,63.06,34.38,0.4548
568,1970,2024-04-16 11:42:31,completed,2024-04-16,2024-04,3,9,297.6,169.32,128.27999999999997,297.6,128.27999999999997,0.569
569,1464,2024-04-16 14:42:48,completed,2024-04-16,2024-04,4,13,818.02,405.97999999999996,412.04,818.02,412.04,0.4963
570,1630,2024-04-16 14:52:22,completed,2024-04-16,2024-04,2,3,42.1,21.95,20.150000000000002,42.1,20.150000000000002,0.5214
571,111,2024-04-16 15:26:29,completed,2024-04-16,2024-04,1,2,42.12,27.7,14.419999999999998,42.12,14.419999999999998,0.6576
572,1531,2024-04-16 16:11:51,completed,2024-04-16,2024-04,1,4,177.6,97.36,80.24,177.6,80.24,0.5482
573,1639,2024-04-16 17:00:46,completed,2024-04-16,2024-04,1,3,34.650000000000006,22.65,12.000000000000007,34.650000000000006,12.000000000000007,0.6537
574,1776,2024-04-16 19:49:35,completed,2024-04-16,2024-04,2,7,236.47,118.18,118.28999999999999,236.47,118.28999999999999,0.4998
575,410,2024-04-16 21:57:37,refunded,2024-04-16,2024-04,2,4,111.71,65.44,46.27,111.71,46.27,0.5858
576,773,2024-04-16 22:57:15,cancelled,2024-04-16,2024-04,3,5,139.43,69.32,70.11,139.43,70.11,0.4972
577,1032,2024-04-16 23:46:14,completed,2024-04-16,2024-04,2,5,70.99,42.3,28.689999999999998,70.99,28.689999999999998,0.5959
578,1502,2024-04-17 04:07:15,completed,2024-04-17,2024-04,2,6,463.33000000000004,305.82,157.51000000000005,463.33000000000004,157.51000000000005,0.66
579,1297,2024-04-17 06:24:13,completed,2024-04-17,2024-04,1,2,79.26,39.08,40.18000000000001,79.26,40.18000000000001,0.4931
580,700,2024-04-17 07:55:05,completed,2024-04-17,2024-04,3,10,389.07,170.8,218.26999999999998,389.07,218.26999999999998,0.439
581,1695,2024-04-17 09:58:17,cancelled,2024-04-17,2024-04,2,8,346.31,159.57,186.74,346.31,186.74,0.4608
582,1466,2024-04-17 14:34:13,completed,2024-04-17,2024-04,3,7,167.17000000000002,93.81,73.36000000000001,167.17000000000002,73.36000000000001,0.5612
583,211,2024-04-17 15:29:46,completed,2024-04-17,2024-04,1,5,232.95000000000002,141.2,91.75000000000003,232.95000000000002,91.75000000000003,0.6061
584,326,2024-04-17 15:45:41,completed,2024-04-17,2024-04,3,5,191.01999999999998,104.4,86.61999999999999,191.01999999999998,86.61999999999999,0.5465
