order_item_id,order_id,product_id,quantity,unit_price,line_total
8070,3191,64,1,45.91,45.91
8071,3192,83,1,38.33,38.33
8072,3192,24,4,43.64,174.56
8073,3192,91,4,31.34,125.36
8074,3193,2,3,43.86,131.57999999999998
8075,3193,3,4,29.92,119.68
8076,3193,47,2,23.74,47.48
8077,3194,75,4,35.08,140.32
8078,3194,15,5,18.34,91.7
8079,3195,51,2,106.5,213.0
8080,3196,23,4,67.27,269.08
8081,3196,107,4,71.8,287.2
8082,3197,89,4,18.39,73.56
8083,3198,114,4,31.95,127.8
8084,3199,45,1,45.25,45.25
8085,3199,71,2,17.81,35.62
8086,3199,44,1,17.95,17.95
8087,3200,48,1,51.62,51.62
8088,3201,66,3,98.37,295.11
8089,3201,113,4,31.89,127.56
8090,3202,105,2,14.9,29.8
8091,3202,33,5,106.58,532.9
8092,3203,38,3,115.41,346.23
8093,3203,60,5,29.84,149.2
8094,3203,92,3,8.0,24.0
8095,3203,43,5,39.72,198.6
8096,3204,8,5,21.51,107.55000000000001
8097,3205,19,1,37.57,37.57
8098,3206,48,5,51.52,257.6
8099,3206,108,4,18.77,75.08
8100,3206,84,4,47.26,189.04
8101,3207,31,2,25.16,50.32
8102,3207,72,1,33.47,33.47
8103,3207,96,2,76.39,152.78
8104,3208,34,2,45.35,90.7
8105,3208,91,2,29.47,58.94
8106,3208,78,3,16.55,49.650000000000006
8107,3209,81,4,78.1,312.4
8108,3209,16,2,36.2,72.4
8109,3209,14,4,73.18,292.72
8110,3210,55,1,34.88,34.88
8111,3210,49,3,22.76,68.28
8112,3210,37,5,10.41,52.05
8113,3210,112,4,63.96,255.84
8114,3211,30,3,18.94,56.82000000000001
8115,3211,44,2,17.17,34.34
8116,3211,6,4,75.98,303.92
8117,3212,3,3,29.36,88.08
8118,3212,40,5,19.74,98.69999999999999
8119,3212,88,1,37.14,37.14
8120,3213,72,4,31.29,125.16
8121,3213,83,1,35.27,35.27
8122,3213,91,5,29.46,147.3
8123,3214,70,3,70.11,210.32999999999998
8124,3215,54,1,61.85,61.85
8125,3216,44,5,17.93,89.65
8126,3216,5,2,94.56,189.12
8127,3217,39,5,8.64,43.2
8128,3217,60,4,30.22,120.88
8129,3217,28,5,23.28,116.4
8130,3217,18,4,17.3,69.2
8131,3218,72,2,34.47,68.94
8132,3218,58,3,59.16,177.48
8133,3218,120,4,30.37,121.48
8134,3218,99,3,17.89,53.67
8135,3219,95,5,110.77,553.85
8136,3219,60,3,30.24,90.72
8137,3219,79,1,21.25,21.25
8138,3220,107,1,71.21,71.21
8139,3220,69,3,59.36,178.07999999999998
8140,3220,31,1,24.64,24.64
8141,3221,85,2,73.04,146.08
8142,3221,15,2,18.48,36.96
8143,3221,61,5,45.78,228.9
8144,3221,103,5,14.12,70.6
8145,3222,102,3,18.62,55.86
8146,3223,93,5,24.19,120.95
8147,3224,70,5,72.81,364.05
8148,3224,42,5,25.72,128.6
8149,3224,30,1,18.3,18.3
8150,3225,60,3,28.71,86.13
8151,3226,68,2,25.56,51.12
8152,3227,39,2,8.03,16.06
8153,3227,30,3,19.98,59.94
8154,3228,93,1,24.38,24.38
8155,3228,65,2,15.14,30.28
8156,3228,59,2,19.72,39.44
8157,3228,97,5,46.94,234.7
8158,3229,117,5,61.44,307.2
8159,3229,88,4,36.96,147.84
8160,3230,94,3,25.77,77.31
8161,3231,33,4,101.87,407.48
8162,3232,104,4,44.71,178.84
8163,3232,88,1,39.26,39.26
8164,3233,68,2,27.52,55.04
8165,3234,15,4,18.14,72.56
8166,3234,63,5,46.93,234.65
8167,3235,78,5,16.61,83.05
8168,3236,24,2,42.66,85.32
8169,3236,38,5,116.79,583.95
8170,3236,94,4,26.54,106.16
8171,3236,75,3,35.88,107.64000000000001
8172,3237,29,1,11.32,11.32
8173,3238,104,4,43.7,174.8
8174,3239,102,1,18.15,18.15
8175,3240,17,3,51.9,155.7
8176,3240,8,2,20.05,40.1
8177,3241,84,1,47.89,47.89
8178,3241,9,2,36.34,72.68
8179,3241,82,5,18.01,90.05000000000001
8180,3241,65,4,15.19,60.76
8181,3242,91,2,31.04,62.08
8182,3242,4,4,28.45,113.8
8183,3242,117,2,57.64,115.28
8184,3243,12,3,36.78,110.34
8185,3243,58,5,55.66,278.29999999999995
8186,3243,98,3,59.46,178.38
8187,3243,17,4,50.79,203.16
8188,3244,90,5,18.01,90.05000000000001
8189,3244,84,3,48.84,146.52
8190,3244,106,3,49.72,149.16
8191,3245,66,2,94.48,188.96
8192,3245,38,4,111.07,444.28
8193,3246,98,5,61.88,309.40000000000003
8194,3246,19,5,40.18,200.9
8195,3246,96,3,71.95,215.85000000000002
8196,3246,20,2,36.93,73.86
8197,3247,88,3,38.76,116.28
8198,3248,5,5,91.63,458.15
8199,3249,48,1,51.82,51.82
8200,3249,106,4,47.96,191.84
8201,3250,58,3,58.27,174.81
8202,3250,4,4,28.2,112.8
8203,3250,110,2,67.82,135.64
8204,3250,72,3,34.25,102.75
8205,3251,53,2,43.42,86.84
8206,3251,107,5,66.86,334.3
8207,3251,71,3,17.98,53.94
8208,3251,72,5,32.3,161.5
8209,3252,83,5,38.26,191.29999999999998
8210,3252,21,3,64.71,194.13
8211,3252,14,2,77.67,155.34
8212,3253,73,3,9.75,29.25
8213,3253,93,2,22.67,45.34
8214,3253,116,3,94.26,282.78000000000003
8215,3253,2,5,41.25,206.25
8216,3254,10,4,78.42,313.68
8217,3254,118,4,23.77,95.08
8218,3254,21,3,65.54,196.62
8219,3255,69,3,60.42,181.26
8220,3256,57,3,66.67,200.01
8221,3257,21,4,66.74,266.96
8222,3258,93,2,22.62,45.24
8223,3258,95,1,105.63,105.63
8224,3258,34,2,47.43,94.86
8225,3258,102,4,19.39,77.56
8226,3259,73,5,9.27,46.349999999999994
8227,3259,25,5,69.73,348.65000000000003
8228,3260,33,5,98.92,494.6
8229,3260,5,3,88.54,265.62
8230,3261,68,2,25.83,51.66
8231,3261,63,5,47.51,237.54999999999998
8232,3262,22,3,61.16,183.48
8233,3263,77,3,22.96,68.88
8234,3264,37,5,9.87,49.349999999999994
8235,3264,21,1,66.39,66.39
8236,3264,23,4,68.37,273.48
8237,3265,68,1,25.71,25.71
8238,3265,112,3,64.37,193.11
8239,3265,64,1,42.26,42.26
8240,3266,75,4,33.66,134.64
8241,3267,104,5,43.68,218.4
8242,3268,79,3,20.89,62.67
8243,3268,98,5,60.29,301.45
8244,3268,65,4,15.37,61.48
8245,3269,16,1,35.36,35.36
8246,3270,80,2,10.47,20.94
8247,3270,85,2,71.45,142.9
8248,3271,54,5,60.29,301.45
8249,3271,61,5,47.47,237.35
8250,3271,12,4,36.86,147.44
8251,3272,56,3,24.5,73.5
8252,3273,111,1,38.15,38.15
8253,3273,20,4,34.47,137.88
8254,3273,77,3,22.26,66.78
8255,3273,90,2,18.93,37.86
8256,3274,86,5,37.02,185.10000000000002
8257,3274,105,1,14.65,14.65
8258,3274,24,4,43.51,174.04
8259,3274,25,2,71.66,143.32
8260,3275,41,5,53.3,266.5
8261,3276,4,4,29.41,117.64
8262,3276,1,1,16.54,16.54
8263,3276,74,5,62.33,311.65
8264,3277,36,1,21.35,21.35
8265,3277,118,4,21.87,87.48
8266,3277,103,3,13.4,40.2
8267,3277,82,3,17.96,53.88
8268,3278,99,3,18.72,56.16
8269,3278,31,2,25.74,51.48
8270,3278,85,4,71.73,286.92
8271,3279,105,5,14.58,72.9
8272,3279,19,5,38.88,194.4
8273,3280,65,3,14.71,44.13
8274,3280,119,5,42.76,213.79999999999998
8275,3280,62,3,11.82,35.46
8276,3280,98,3,58.05,174.14999999999998
8277,3281,7,2,12.91,25.82
8278,3281,42,5,25.69,128.45000000000002
8279,3282,8,4,20.6,82.4
8280,3283,86,3,38.65,115.94999999999999
8281,3284,70,1,68.75,68.75
8282,3284,24,2,44.63,89.26
8283,3284,97,2,48.87,97.74
8284,3284,65,3,15.24,45.72
8285,3285,91,4,30.97,123.88
8286,3286,86,1,37.33,37.33
8287,3287,113,4,30.46,121.84
8288,3288,28,3,23.47,70.41
8289,3288,61,1,50.17,50.17
8290,3289,20,2,34.02,68.04
8291,3289,75,2,36.89,73.78
8292,3289,44,3,17.36,52.08
8293,3290,76,2,13.81,27.62
8294,3290,9,4,33.7,134.8
8295,3290,46,2,13.56,27.12
8296,3291,56,3,22.35,67.05000000000001
8297,3291,1,2,16.45,32.9
8298,3291,17,2,49.66,99.32
8299,3291,101,3,53.87,161.60999999999999
8300,3292,59,2,20.24,40.48
8301,3292,9,2,34.84,69.68
8302,3292,17,4,52.18,208.72
8303,3293,116,4,96.68,386.72
8304,3294,21,4,63.81,255.24
8305,3294,102,4,19.71,78.84
8306,3294,30,5,18.27,91.35
8307,3294,13,5,42.14,210.7
8308,3295,101,3,56.78,170.34
8309,3295,15,3,18.77,56.31
8310,3296,98,1,62.92,62.92
8311,3296,89,5,17.63,88.14999999999999
8312,3296,119,3,40.97,122.91
8313,3296,66,5,95.78,478.9
8314,3297,112,1,60.79,60.79
8315,3297,78,3,16.26,48.78
8316,3298,3,3,31.23,93.69
8317,3299,35,1,58.72,58.72
8318,3299,2,2,42.14,84.28
8319,3300,107,2,66.79,133.58
8320,3300,49,4,23.34,93.36
8321,3301,66,4,92.11,368.44
8322,3301,97,4,48.6,194.4
8323,3301,68,2,26.36,52.72
8324,3301,111,1,37.56,37.56
8325,3302,119,1,42.58,42.58
8326,3302,25,4,68.83,275.32
8327,3302,93,1,22.68,22.68
8328,3303,23,5,74.34,371.70000000000005
8329,3304,83,2,35.87,71.74
8330,3305,65,4,15.19,60.76
8331,3305,104,1,43.75,43.75
8332,3305,22,5,61.7,308.5
8333,3306,119,5,40.69,203.45
8334,3307,61,5,47.01,235.04999999999998
8335,3307,98,1,61.8,61.8
8336,3307,98,5,60.81,304.05
8337,3308,97,2,44.99,89.98
8338,3308,30,3,19.46,58.38
8339,3308,23,5,68.2,341.0
8340,3308,12,4,40.21,160.84
8341,3309,105,5,14.85,74.25
8342,3309,73,2,9.64,19.28
8343,3309,106,5,47.78,238.9
8344,3309,41,4,52.68,210.72
8345,3310,72,5,33.38,166.9
8346,3310,7,1,13.75,13.75
8347,3310,79,3,21.57,64.71000000000001
8348,3311,109,5,20.82,104.1
8349,3311,75,1,34.07,34.07
8350,3312,103,2,13.11,26.22
8351,3312,66,5,96.82,484.09999999999997
8352,3312,53,5,42.98,214.89999999999998
8353,3313,23,2,73.41,146.82
8354,3314,30,1,18.24,18.24
8355,3314,79,1,21.28,21.28
8356,3314,48,5,51.72,258.6
8357,3315,46,4,14.17,56.68
8358,3316,68,4,25.26,101.04
8359,3317,65,1,14.74,14.74
8360,3317,97,2,47.36,94.72
8361,3317,109,2,20.47,40.94
8362,3318,16,3,33.28,99.84
8363,3318,14,4,78.54,314.16
8364,3318,99,5,19.43,97.15
8365,3319,115,2,35.46,70.92
8366,3319,65,3,15.79,47.37
8367,3319,69,1,64.78,64.78
8368,3320,87,1,29.89,29.89
8369,3320,114,4,33.73,134.92
8370,3321,43,3,39.96,119.88
8371,3321,25,2,70.44,140.88
8372,3321,99,3,18.96,56.88
8373,3322,7,5,12.92,64.6
8374,3322,13,2,41.97,83.94
8375,3323,75,1,36.2,36.2
8376,3324,38,1,115.94,115.94
8377,3324,64,2,45.47,90.94
8378,3324,60,3,30.64,91.92
8379,3325,89,5,17.78,88.9
8380,3326,21,3,64.07,192.20999999999998
8381,3327,73,1,10.19,10.19
8382,3327,90,1,19.48,19.48
8383,3327,62,5,12.49,62.45
8384,3328,37,1,9.78,9.78
8385,3328,109,5,20.05,100.25
8386,3328,16,4,33.97,135.88
8387,3329,39,1,8.64,8.64
8388,3330,66,3,92.28,276.84000000000003
8389,3330,33,3,109.12,327.36
8390,3331,79,1,21.71,21.71
8391,3331,97,1,49.23,49.23
8392,3331,64,1,42.43,42.43
8393,3331,43,5,41.69,208.45
8394,3332,73,1,9.63,9.63
8395,3332,68,5,25.02,125.1
8396,3332,98,4,61.65,246.6
8397,3332,74,2,62.24,124.48
8398,3333,1,2,17.68,35.36
8399,3333,36,5,21.4,107.0
8400,3333,44,3,17.93,53.79
8401,3333,43,2,41.65,83.3
8402,3334,104,5,45.84,229.20000000000002
8403,3334,5,4,92.91,371.64
8404,3334,90,4,18.56,74.24
8405,3335,34,2,45.51,91.02
8406,3336,67,5,27.93,139.65
8407,3336,40,1,19.82,19.82
8408,3337,9,5,35.73,178.64999999999998
8409,3337,3,2,32.19,64.38
8410,3337,47,1,23.51,23.51
8411,3338,99,3,19.32,57.96
8412,3338,42,3,26.88,80.64
8413,3338,107,1,70.62,70.62
8414,3339,110,5,67.75,338.75
8415,3340,22,3,61.42,184.26
8416,3340,101,1,57.05,57.05
8417,3340,73,5,9.93,49.65
8418,3340,67,3,29.17,87.51
8419,3341,54,5,57.29,286.45
8420,3341,115,1,36.12,36.12
8421,3341,16,3,35.03,105.09
8422,3341,1,4,17.05,68.2
8423,3342,3,3,30.44,91.32000000000001
8424,3343,107,1,68.44,68.44
8425,3343,80,5,10.62,53.099999999999994
8426,3343,62,4,11.5,46.0
8427,3344,10,3,75.5,226.5
8428,3345,17,1,50.72,50.72
8429,3345,107,3,68.31,204.93
8430,3346,105,5,13.82,69.1
8431,3346,95,2,110.5,221.0
8432,3346,106,1,49.46,49.46
8433,3346,87,5,32.14,160.7
8434,3347,91,2,31.6,63.2
8435,3347,102,3,18.15,54.449999999999996
8436,3347,55,1,35.67,35.67
8437,3348,13,2,40.21,80.42
8438,3348,15,5,18.47,92.35
8439,3349,76,5,13.24,66.2
8440,3350,24,5,44.99,224.95000000000002
8441,3350,25,4,71.03,284.12
8442,3350,106,4,51.04,204.16
8443,3350,63,5,48.82,244.1
8444,3351,57,1,71.15,71.15
8445,3351,44,2,16.36,32.72
8446,3352,33,1,102.77,102.77
8447,3352,15,5,19.28,96.4
8448,3352,113,3,31.87,95.61
8449,3353,89,5,18.48,92.4
8450,3354,104,4,46.06,184.24
8451,3354,37,4,10.41,41.64
8452,3354,13,4,39.58,158.32
8453,3354,15,5,18.61,93.05
8454,3355,118,5,23.09,115.45
8455,3355,106,3,50.8,152.39999999999998
8456,3356,112,4,59.07,236.28
8457,3356,17,3,49.83,149.49
8458,3356,51,1,110.12,110.12
8459,3357,25,3,65.1,195.29999999999998
8460,3358,71,2,17.73,35.46
8461,3358,3,4,30.88,123.52
8462,3358,48,5,54.05,270.25
8463,3359,63,4,45.52,182.08
8464,3359,33,1,107.97,107.97
8465,3359,100,5,38.27,191.35000000000002
8466,3359,9,2,33.88,67.76
8467,3360,103,3,13.18,39.54
8468,3360,2,4,45.22,180.88
8469,3361,90,3,18.19,54.57000000000001
8470,3361,80,4,9.85,39.4
8471,3362,57,3,71.19,213.57
8472,3362,6,4,75.77,303.08
8473,3362,107,4,67.21,268.84
8474,3363,110,3,71.12,213.36
8475,3363,93,4,24.38,97.52
8476,3363,115,5,35.45,177.25
8477,3363,107,5,66.47,332.35
8478,3364,100,3,38.56,115.68
8479,3364,29,5,11.59,57.95
8480,3364,100,3,37.03,111.09
8481,3364,73,3,9.88,29.64
8482,3365,10,1,78.74,78.74
8483,3366,3,1,30.53,30.53
8484,3366,31,3,24.83,74.49
8485,3367,63,3,46.1,138.3
8486,3367,117,3,60.08,180.24
8487,3367,106,4,50.72,202.88
8488,3367,117,2,57.14,114.28
8489,3368,89,1,18.14,18.14
8490,3368,16,4,33.8,135.2
8491,3368,94,1,25.63,25.63
8492,3368,47,2,24.4,48.8
8493,3369,39,5,8.47,42.35
8494,3369,64,1,43.15,43.15
8495,3369,48,3,53.17,159.51
8496,3370,76,4,12.55,50.2
8497,3371,119,5,39.85,199.25
8498,3371,39,2,8.26,16.52
8499,3371,33,2,104.09,208.18
8500,3372,117,2,60.09,120.18
8501,3372,11,5,26.81,134.04999999999998
8502,3372,102,2,18.2,36.4
8503,3372,47,4,25.46,101.84
8504,3373,116,5,88.91,444.54999999999995
8505,3373,93,4,22.11,88.44
8506,3373,18,3,17.47,52.41
8507,3373,63,3,45.91,137.73
8508,3374,32,2,22.42,44.84
8509,3374,6,3,74.12,222.36
8510,3374,74,4,59.95,239.8
8511,3375,80,4,10.14,40.56
8512,3375,98,1,62.07,62.07
8513,3375,89,2,18.08,36.16
8514,3376,74,4,58.54,234.16
8515,3376,73,3,9.37,28.11
8516,3376,74,3,57.62,172.85999999999999
8517,3376,21,5,65.71,328.54999999999995
8518,3377,77,1,21.73,21.73
8519,3377,23,5,72.05,360.25
8520,3377,70,3,66.31,198.93
8521,3378,49,5,23.88,119.39999999999999
8522,3378,102,3,18.98,56.94
8523,3378,43,5,38.5,192.5
8524,3379,1,2,16.72,33.44
8525,3379,13,4,42.76,171.04
8526,3379,25,2,65.27,130.54
8527,3379,104,5,42.5,212.5
8528,3380,91,3,31.15,93.44999999999999
8529,3381,111,4,39.3,157.2
8530,3382,89,5,17.8,89.0
8531,3382,18,1,16.66,16.66
8532,3382,6,2,74.37,148.74
8533,3382,68,3,25.54,76.62
8534,3383,65,1,15.95,15.95
8535,3384,52,1,49.52,49.52
8536,3384,71,4,18.69,74.76
8537,3384,50,1,39.3,39.3
8538,3384,29,3,11.91,35.730000000000004
8539,3385,70,4,71.0,284.0
8540,3385,48,4,49.21,196.84
8541,3385,55,5,35.97,179.85
8542,3385,100,1,40.78,40.78
8543,3386,55,1,34.58,34.58
8544,3386,113,1,31.55,31.55
8545,3387,18,4,17.09,68.36
8546,3387,79,1,21.37,21.37
8547,3387,86,3,37.51,112.53
8548,3387,12,1,36.85,36.85
8549,3388,70,5,66.03,330.15
8550,3388,87,5,31.57,157.85
8551,3388,7,4,12.81,51.24
8552,3389,99,5,18.57,92.85
8553,3389,46,3,14.3,42.900000000000006
8554,3389,78,4,17.57,70.28
8555,3390,27,3,51.65,154.95
8556,3390,17,5,48.68,243.4
8557,3390,47,2,23.3,46.6
8558,3390,19,2,37.8,75.6
8559,3391,15,3,19.96,59.88
8560,3391,69,1,62.93,62.93
8561,3391,74,4,59.39,237.56
8562,3391,112,3,65.23,195.69
8563,3392,70,2,69.89,139.78
8564,3392,66,1,92.98,92.98
8565,3392,72,3,31.57,94.71000000000001
8566,3392,120,3,28.31,84.92999999999999
8567,3393,44,3,17.44,52.32000000000001
8568,3393,83,1,34.89,34.89
8569,3393,87,1,29.36,29.36
8570,3393,21,4,68.39,273.56
8571,3394,102,2,19.05,38.1
8572,3394,51,5,109.19,545.95
8573,3394,50,1,40.02,40.02
8574,3395,27,2,53.32,106.64
8575,3395,52,5,48.54,242.7
8576,3396,70,1,68.29,68.29
8577,3397,108,5,20.09,100.45
8578,3398,38,1,108.59,108.59
8579,3398,73,1,10.17,10.17
8580,3399,105,2,14.72,29.44
8581,3399,62,4,12.08,48.32
8582,3400,24,3,46.62,139.85999999999999
8583,3401,89,3,16.99,50.97
8584,3401,69,3,62.44,187.32
8585,3402,38,3,113.4,340.20000000000005
8586,3402,104,4,42.72,170.88
8587,3402,4,3,28.45,85.35
8588,3402,117,5,57.38,286.90000000000003
8589,3403,85,3,67.84,203.52
8590,3404,83,5,37.39,186.95
8591,3404,78,4,17.78,71.12
8592,3405,119,3,41.48,124.44
8593,3405,52,2,47.77,95.54
8594,3405,119,3,40.81,122.43
8595,3405,6,1,70.15,70.15
8596,3406,112,2,63.95,127.9
8597,3406,113,3,32.31,96.93
8598,3407,33,2,102.89,205.78
8599,3407,88,1,36.85,36.85
8600,3407,47,3,24.77,74.31
8601,3408,47,5,24.89,124.45
8602,3408,63,3,45.86,137.57999999999998
8603,3408,25,2,66.41,132.82
8604,3409,28,4,23.07,92.28
8605,3409,67,1,27.33,27.33
8606,3409,120,5,28.9,144.5
8607,3409,3,3,30.88,92.64
8608,3410,56,4,24.17,96.68
8609,3410,55,2,35.48,70.96
8610,3410,90,2,18.18,36.36
8611,3411,119,4,39.3,157.2
8612,3411,68,2,27.46,54.92
8613,3411,89,4,16.98,67.92
8614,3412,17,4,52.13,208.52
8615,3412,119,4,40.69,162.76
8616,3412,115,4,35.0,140.0
8617,3412,48,2,50.28,100.56
8618,3413,87,5,31.09,155.45
8619,3413,11,5,26.51,132.55
8620,3414,70,3,72.75,218.25
8621,3414,116,1,88.09,88.09
8622,3415,19,1,38.46,38.46
8623,3415,104,3,43.61,130.82999999999998
8624,3415,118,1,23.31,23.31
8625,3416,68,5,27.51,137.55
8626,3416,95,3,110.5,331.5
8627,3416,28,3,23.26,69.78
8628,3417,54,3,61.03,183.09
8629,3417,89,5,18.7,93.5
8630,3417,52,3,48.76,146.28
8631,3418,3,4,29.48,117.92
8632,3418,99,3,19.58,58.739999999999995
8633,3418,110,3,67.38,202.14
8634,3418,71,1,17.83,17.83
8635,3419,84,4,45.34,181.36
8636,3419,19,3,40.6,121.80000000000001
8637,3419,22,5,62.81,314.05
8638,3420,111,1,39.1,39.1
8639,3420,20,5,34.34,171.70000000000002
8640,3420,113,4,29.7,118.8
8641,3420,7,1,12.81,12.81
8642,3421,57,3,67.23,201.69
8643,3422,93,5,22.92,114.60000000000001
8644,3423,12,4,38.39,153.56
8645,3423,16,2,36.27,72.54
8646,3423,89,4,17.66,70.64
8647,3423,63,1,46.26,46.26
8648,3424,97,1,45.93,45.93
8649,3424,43,3,40.09,120.27000000000001
8650,3425,90,1,19.23,19.23
8651,3425,66,3,93.55,280.65
8652,3426,8,1,21.58,21.58
8653,3426,84,2,45.08,90.16
8654,3426,111,3,37.97,113.91
8655,3426,26,5,19.98,99.9
8656,3427,96,1,78.4,78.4
8657,3427,25,2,66.14,132.28
8658,3428,111,3,37.03,111.09
8659,3429,41,1,53.62,53.62
8660,3429,78,1,16.99,16.99
8661,3429,113,3,30.26,90.78
8662,3430,67,2,27.87,55.74
8663,3431,54,4,58.03,232.12
8664,3431,59,5,19.75,98.75
8665,3431,31,2,27.19,54.38
8666,3431,6,1,70.5,70.5
8667,3432,63,5,45.83,229.14999999999998
8668,3432,95,2,100.29,200.58
8669,3433,22,1,61.65,61.65
8670,3433,111,5,38.01,190.04999999999998
8671,3434,92,3,8.09,24.27
8672,3434,80,5,10.21,51.050000000000004
8673,3434,39,5,8.04,40.199999999999996
8674,3434,87,4,31.36,125.44
8675,3435,118,5,21.96,109.80000000000001
8676,3436,35,1,62.37,62.37
8677,3436,76,4,12.94,51.76
8678,3436,51,1,104.57,104.57
8679,3437,74,1,61.87,61.87
8680,3437,31,5,26.06,130.29999999999998
8681,3437,35,1,60.01,60.01
8682,3437,106,1,49.49,49.49
8683,3438,22,3,60.33,180.99
8684,3439,101,2,54.32,108.64
8685,3439,10,5,74.12,370.6
8686,3439,108,4,19.38,77.52
8687,3439,103,1,13.08,13.08
8688,3440,112,1,63.05,63.05
8689,3440,118,5,22.25,111.25
8690,3440,115,4,37.45,149.8
8691,3441,26,5,18.98,94.9
8692,3442,106,2,50.11,100.22
8693,3442,120,5,30.38,151.9
8694,3442,66,3,92.12,276.36
8695,3442,74,1,61.6,61.6
8696,3443,106,5,49.21,246.05
8697,3443,95,1,108.54,108.54
8698,3443,96,1,78.15,78.15
8699,3443,119,2,38.9,77.8
8700,3444,101,5,54.91,274.54999999999995
8701,3444,118,3,23.95,71.85
8702,3444,111,1,35.93,35.93
8703,3444,69,5,59.65,298.25
8704,3445,71,3,17.06,51.17999999999999
8705,3445,64,5,43.17,215.85000000000002
8706,3445,39,4,8.39,33.56
8707,3445,82,2,17.95,35.9
8708,3446,73,1,10.25,10.25
8709,3446,27,5,50.7,253.5
8710,3446,104,1,44.85,44.85
8711,3447,47,5,23.57,117.85
8712,3448,56,4,23.63,94.52
8713,3448,100,3,38.12,114.35999999999999
8714,3448,74,3,62.71,188.13
8715,3449,14,3,77.86,233.57999999999998
8716,3449,38,1,107.48,107.48
8717,3449,56,5,23.1,115.5
8718,3449,88,4,38.05,152.2
8719,3450,38,5,113.84,569.2
8720,3450,57,3,71.25,213.75
8721,3450,70,5,72.36,361.8
8722,3450,65,1,15.35,15.35
8723,3451,23,4,72.2,288.8
8724,3452,61,5,46.69,233.45
8725,3452,112,3,59.6,178.8
8726,3452,79,3,19.93,59.79
8727,3453,96,5,71.46,357.29999999999995
8728,3453,88,2,39.32,78.64
8729,3453,10,1,73.56,73.56
8730,3453,56,2,23.82,47.64
8731,3454,40,5,19.01,95.05000000000001
8732,3455,61,2,49.33,98.66
8733,3456,6,2,73.88,147.76
8734,3457,28,3,23.17,69.51
8735,3457,15,3,19.7,59.099999999999994
8736,3457,7,5,13.47,67.35000000000001
8737,3458,51,4,108.53,434.12
8738,3458,94,4,27.34,109.36
8739,3459,40,1,18.92,18.92
8740,3459,94,5,26.94,134.70000000000002
8741,3459,63,2,47.87,95.74
8742,3459,81,1,83.4,83.4
8743,3460,35,2,58.68,117.36
8744,3460,51,4,101.81,407.24
8745,3460,40,1,19.02,19.02
8746,3460,51,4,104.31,417.24
8747,3461,115,1,34.99,34.99
8748,3462,14,5,76.26,381.3
8749,3462,105,1,13.95,13.95
8750,3462,111,5,36.16,180.79999999999998
8751,3463,2,4,41.62,166.48
8752,3463,49,1,22.65,22.65
8753,3463,73,3,9.47,28.410000000000004
8754,3463,36,1,19.92,19.92
8755,3464,18,1,16.88,16.88
8756,3465,47,2,24.84,49.68
8757,3466,95,2,100.01,200.02
8758,3466,58,4,57.08,228.32
8759,3466,101,4,54.69,218.76
8760,3466,45,2,44.13,88.26
8761,3467,80,2,10.01,20.02
8762,3468,94,5,26.34,131.7
8763,3469,81,3,82.94,248.82
8764,3469,54,4,61.04,244.16
8765,3469,103,4,13.26,53.04
8766,3469,21,4,66.7,266.8
8767,3470,13,5,40.41,202.04999999999998
8768,3470,5,4,89.96,359.84
8769,3470,85,1,70.44,70.44
8770,3471,43,3,39.94,119.82
8771,3471,15,2,18.81,37.62
8772,3471,24,2,43.71,87.42
8773,3471,6,2,74.11,148.22
8774,3472,50,5,41.02,205.10000000000002
8775,3472,77,5,22.02,110.1
8776,3473,31,2,25.73,51.46
8777,3473,33,3,107.48,322.44
8778,3473,117,3,62.1,186.3
8779,3474,6,4,76.32,305.28
8780,3474,101,5,53.56,267.8
8781,3474,8,3,20.83,62.489999999999995
8782,3475,95,3,104.0,312.0
8783,3475,118,3,21.84,65.52
8784,3475,37,3,10.59,31.77
8785,3475,27,5,51.81,259.05
8786,3476,29,1,11.46,11.46
8787,3477,49,1,23.76,23.76
8788,3478,33,2,105.85,211.7
8789,3478,32,2,23.03,46.06
8790,3479,21,3,66.39,199.17000000000002
8791,3479,113,5,29.59,147.95
8792,3479,36,3,19.88,59.64
8793,3480,9,2,35.98,71.96
8794,3480,38,2,113.73,227.46
8795,3480,66,1,92.28,92.28
8796,3481,14,1,76.11,76.11
8797,3481,58,2,58.22,116.44
8798,3481,119,4,39.96,159.84
8799,3481,84,5,46.75,233.75
8800,3482,42,4,26.92,107.68
8801,3482,108,5,19.55,97.75
8802,3482,40,2,20.77,41.54
8803,3483,1,4,17.8,71.2
8804,3483,29,4,11.68,46.72
8805,3483,2,5,44.79,223.95
8806,3483,60,2,28.64,57.28
8807,3484,46,1,14.42,14.42
8808,3484,9,5,36.27,181.35000000000002
8809,3484,49,4,22.11,88.44
8810,3485,23,4,73.28,293.12
8811,3485,107,3,68.09,204.27
8812,3486,73,1,9.99,9.99
8813,3486,34,1,44.55,44.55
8814,3486,91,2,31.66,63.32
8815,3486,102,4,19.65,78.6
8816,3487,93,5,24.1,120.5
8817,3487,11,3,26.08,78.24
8818,3488,61,3,45.6,136.8
8819,3488,10,4,76.12,304.48
8820,3488,76,4,13.68,54.72
8821,3488,90,5,18.3,91.5
8822,3489,4,2,28.06,56.12
8823,3489,92,2,8.31,16.62
8824,3489,30,4,20.05,80.2
8825,3490,12,1,40.15,40.15
