event_id,session_id,customer_id,event_type,event_ts
47019,20703,1651,add_to_cart,2024-05-14 04:51:16
46962,20665,878,view,2024-05-14 04:59:28
45362,19716,475,view,2024-05-14 05:00:24
45363,19716,475,add_to_cart,2024-05-14 05:06:07
45364,19716,475,checkout,2024-05-14 05:07:47
54831,25285,1003,view,2024-05-14 05:38:52
54832,25285,1003,add_to_cart,2024-05-14 05:42:35
53500,24521,389,view,2024-05-14 05:48:18
33924,13086,1578,view,2024-05-14 05:51:44
33925,13086,1578,add_to_cart,2024-05-14 05:55:09
47032,20713,1130,view,2024-05-14 06:54:30
2597,943,280,view,2024-05-14 07:42:18
2598,943,280,add_to_cart,2024-05-14 07:44:50
2599,943,280,checkout,2024-05-14 07:47:40
2600,943,280,purchase,2024-05-14 07:56:59
54234,24941,1890,view,2024-05-14 08:03:58
46906,20633,1169,view,2024-05-14 10:06:43
46907,20633,1169,add_to_cart,2024-05-14 10:15:09
35332,13907,1904,view,2024-05-14 10:30:12
35333,13907,1904,add_to_cart,2024-05-14 10:35:12
48418,21515,1982,view,2024-05-14 11:08:12
48419,21515,1982,add_to_cart,2024-05-14 11:10:58
2601,946,724,view,2024-05-14 11:38:59
2605,947,306,view,2024-05-14 11:40:38
2602,946,724,add_to_cart,2024-05-14 11:43:03
2603,946,724,checkout,2024-05-14 11:45:48
2606,947,306,add_to_cart,2024-05-14 11:47:42
2604,946,724,purchase,2024-05-14 11:50:04
2607,947,306,checkout,2024-05-14 11:50:09
2608,947,306,purchase,2024-05-14 11:58:41
2609,949,726,view,2024-05-14 12:48:47
2610,949,726,add_to_cart,2024-05-14 12:55:50
2611,949,726,checkout,2024-05-14 13:01:49
2612,949,726,purchase,2024-05-14 13:04:58
45172,19598,1779,view,2024-05-14 13:08:50
2613,950,628,view,2024-05-14 13:28:56
2614,950,628,add_to_cart,2024-05-14 13:35:48
2615,950,628,checkout,2024-05-14 13:43:10
2616,950,628,purchase,2024-05-14 13:51:57
46820,20580,833,view,2024-05-14 14:00:43
46821,20580,833,add_to_cart,2024-05-14 14:08:12
56606,26324,184,view,2024-05-14 14:30:20
40922,17118,1082,view,2024-05-14 14:36:27
56607,26324,184,add_to_cart,2024-05-14 14:39:13
56608,26324,184,checkout,2024-05-14 14:45:58
43194,18426,452,view,2024-05-14 14:49:35
39733,16442,1166,view,2024-05-14 14:50:44
42449,18003,1530,view,2024-05-14 15:12:48
42450,18003,1530,add_to_cart,2024-05-14 15:15:57
46514,20401,666,view,2024-05-14 16:59:33
46515,20401,666,add_to_cart,2024-05-14 17:02:42
57178,26665,1369,view,2024-05-14 17:12:47
57179,26665,1369,add_to_cart,2024-05-14 17:16:03
57180,26665,1369,checkout,2024-05-14 17:17:49
2617,951,818,view,2024-05-14 17:23:15
2618,951,818,add_to_cart,2024-05-14 17:24:57
2619,951,818,checkout,2024-05-14 17:31:02
56805,26445,1747,view,2024-05-14 17:33:54
2620,951,818,purchase,2024-05-14 17:36:16
45617,19876,612,view,2024-05-14 17:37:33
59502,27977,868,view,2024-05-14 17:39:06
56806,26445,1747,add_to_cart,2024-05-14 17:41:16
59503,27977,868,add_to_cart,2024-05-14 17:42:23
55926,25918,157,view,2024-05-14 18:02:50
46728,20526,1186,view,2024-05-14 18:58:07
46729,20526,1186,add_to_cart,2024-05-14 19:03:22
46730,20526,1186,checkout,2024-05-14 19:04:14
58397,27364,336,view,2024-05-14 19:20:56
58398,27364,336,add_to_cart,2024-05-14 19:28:26
54074,24842,1042,view,2024-05-14 19:45:17
42405,17978,1286,view,2024-05-14 20:17:23
42406,17978,1286,add_to_cart,2024-05-14 20:22:06
56765,26419,1663,view,2024-05-14 21:14:14
56766,26419,1663,add_to_cart,2024-05-14 21:20:42
2621,952,1355,view,2024-05-14 21:30:34
2622,952,1355,add_to_cart,2024-05-14 21:38:42
2623,952,1355,checkout,2024-05-14 21:46:39
2624,952,1355,purchase,2024-05-14 21:49:53
58966,27678,1624,view,2024-05-14 21:53:36
45925,20061,1760,view,2024-05-14 21:53:47
58967,27678,1624,add_to_cart,2024-05-14 22:02:47
39774,16468,844,view,2024-05-14 22:18:06
39775,16468,844,add_to_cart,2024-05-14 22:21:41
39776,16468,844,checkout,2024-05-14 22:22:47
45134,19576,275,view,2024-05-14 22:26:19
33062,12587,1828,view,2024-05-14 22:29:59
33063,12587,1828,add_to_cart,2024-05-14 22:39:37
33294,12716,1280,view,2024-05-14 22:40:46
34055,13165,735,view,2024-05-14 22:59:45
34056,13165,735,add_to_cart,2024-05-14 23:09:02
54338,25003,1832,view,2024-05-14 23:12:38
54690,25198,1713,view,2024-05-14 23:41:10
2625,953,380,view,2024-05-14 23:45:23
54691,25198,1713,add_to_cart,2024-05-14 23:49:46
2629,954,259,view,2024-05-14 23:49:54
2626,953,380,add_to_cart,2024-05-14 23:55:03
2630,954,259,add_to_cart,2024-05-14 23:55:20
2627,953,380,checkout,2024-05-15 00:00:13
2631,954,259,checkout,2024-05-15 00:02:03
2628,953,380,purchase,2024-05-15 00:10:03
2632,954,259,purchase,2024-05-15 00:10:06
51776,23498,1045,view,2024-05-15 00:23:44
2633,955,171,view,2024-05-15 00:27:26
51777,23498,1045,add_to_cart,2024-05-15 00:31:37
2634,955,171,add_to_cart,2024-05-15 00:34:14
53996,24797,1341,view,2024-05-15 00:40:45
2635,955,171,checkout,2024-05-15 00:43:21
53997,24797,1341,add_to_cart,2024-05-15 00:44:19
2636,955,171,purchase,2024-05-15 00:44:42
53998,24797,1341,checkout,2024-05-15 00:51:42
2637,956,300,view,2024-05-15 01:59:43
32766,12419,1928,view,2024-05-15 02:01:53
2638,956,300,add_to_cart,2024-05-15 02:03:53
2639,956,300,checkout,2024-05-15 02:13:23
2640,956,300,purchase,2024-05-15 02:20:59
59071,27731,1838,view,2024-05-15 02:31:39
2641,957,1528,view,2024-05-15 04:59:09
34404,13362,409,view,2024-05-15 05:02:21
2642,957,1528,add_to_cart,2024-05-15 05:06:36
2643,957,1528,checkout,2024-05-15 05:12:13
43448,18581,298,view,2024-05-15 05:14:37
2644,957,1528,purchase,2024-05-15 05:21:59
43449,18581,298,add_to_cart,2024-05-15 05:22:32
2645,958,1343,view,2024-05-15 05:31:21
2646,958,1343,add_to_cart,2024-05-15 05:40:18
2647,958,1343,checkout,2024-05-15 05:48:08
2648,958,1343,purchase,2024-05-15 05:50:13
43386,18544,1623,view,2024-05-15 07:35:04
45821,20001,1271,view,2024-05-15 07:47:50
45822,20001,1271,add_to_cart,2024-05-15 07:56:22
51528,23344,558,view,2024-05-15 08:21:10
55090,25436,1115,view,2024-05-15 08:21:54
51529,23344,558,add_to_cart,2024-05-15 08:22:42
51530,23344,558,checkout,2024-05-15 08:30:52
45981,20094,1644,view,2024-05-15 09:07:49
45982,20094,1644,add_to_cart,2024-05-15 09:08:45
45983,20094,1644,checkout,2024-05-15 09:15:52
2649,959,111,view,2024-05-15 09:46:44
2650,959,111,add_to_cart,2024-05-15 09:47:16
2651,959,111,checkout,2024-05-15 09:53:38
34518,13423,648,view,2024-05-15 09:55:28
2652,959,111,purchase,2024-05-15 09:58:51
34519,13423,648,add_to_cart,2024-05-15 10:00:53
57869,27055,1398,view,2024-05-15 10:02:57
38491,15718,967,view,2024-05-15 10:02:59
38492,15718,967,add_to_cart,2024-05-15 10:11:58
37582,15197,870,view,2024-05-15 10:21:45
48027,21279,868,view,2024-05-15 10:36:44
48028,21279,868,add_to_cart,2024-05-15 10:43:02
2653,960,523,view,2024-05-15 10:49:45
2654,960,523,add_to_cart,2024-05-15 10:50:12
2655,960,523,checkout,2024-05-15 10:51:50
2656,960,523,purchase,2024-05-15 10:55:43
36816,14753,1148,view,2024-05-15 11:05:53
36817,14753,1148,add_to_cart,2024-05-15 11:08:15
51050,23056,162,view,2024-05-15 12:06:58
51878,23557,1412,view,2024-05-15 12:08:53
51879,23557,1412,add_to_cart,2024-05-15 12:10:45
51051,23056,162,add_to_cart,2024-05-15 12:12:34
2657,961,1946,view,2024-05-15 12:32:18
42446,18001,1997,view,2024-05-15 12:32:59
42447,18001,1997,add_to_cart,2024-05-15 12:35:27
2658,961,1946,add_to_cart,2024-05-15 12:39:23
2659,961,1946,checkout,2024-05-15 12:42:09
2660,961,1946,purchase,2024-05-15 12:45:41
45149,19587,1395,view,2024-05-15 12:58:06
53631,24592,513,view,2024-05-15 13:20:38
41277,17325,1219,view,2024-05-15 14:07:23
38953,15983,1565,view,2024-05-15 14:09:29
57639,26932,448,view,2024-05-15 14:24:52
57640,26932,448,add_to_cart,2024-05-15 14:28:55
32134,12045,1599,view,2024-05-15 14:55:32
55752,25809,1198,view,2024-05-15 15:00:23
55753,25809,1198,add_to_cart,2024-05-15 15:01:32
32135,12045,1599,add_to_cart,2024-05-15 15:05:23
49991,22436,66,view,2024-05-15 15:42:15
49992,22436,66,add_to_cart,2024-05-15 15:50:07
32097,12024,589,view,2024-05-15 16:32:47
32098,12024,589,add_to_cart,2024-05-15 16:41:19
40278,16746,95,view,2024-05-15 16:48:14
46082,20155,910,view,2024-05-15 16:53:22
46083,20155,910,add_to_cart,2024-05-15 16:53:43
53358,24430,1934,view,2024-05-15 17:44:48
52161,23727,702,view,2024-05-15 17:52:09
52162,23727,702,add_to_cart,2024-05-15 17:59:13
47005,20693,1921,view,2024-05-15 18:41:52
58446,27391,818,view,2024-05-15 18:57:16
50233,22580,404,view,2024-05-15 19:27:42
2661,963,1756,view,2024-05-15 19:35:44
2662,963,1756,add_to_cart,2024-05-15 19:40:30
2663,963,1756,checkout,2024-05-15 19:48:25
2664,963,1756,purchase,2024-05-15 19:57:44
38574,15763,447,view,2024-05-15 20:46:59
38575,15763,447,add_to_cart,2024-05-15 20:55:59
47084,20741,371,view,2024-05-15 23:45:53
49874,22370,233,view,2024-05-15 23:58:21
34368,13343,1983,view,2024-05-16 00:30:40
34369,13343,1983,add_to_cart,2024-05-16 00:36:13
40936,17127,1390,view,2024-05-16 00:55:28
40937,17127,1390,add_to_cart,2024-05-16 00:56:54
34697,13531,1774,view,2024-05-16 01:01:06
56457,26239,336,view,2024-05-16 01:15:34
56458,26239,336,add_to_cart,2024-05-16 01:25:10
56459,26239,336,checkout,2024-05-16 01:31:01
53308,24398,1321,view,2024-05-16 01:55:53
53309,24398,1321,add_to_cart,2024-05-16 02:01:46
35102,13766,1848,view,2024-05-16 02:03:32
49005,21870,1448,view,2024-05-16 02:04:30
49006,21870,1448,add_to_cart,2024-05-16 02:13:56
34004,13135,1995,view,2024-05-16 03:03:01
32755,12414,471,view,2024-05-16 03:17:37
32756,12414,471,add_to_cart,2024-05-16 03:18:29
32757,12414,471,checkout,2024-05-16 03:26:19
57785,27012,1724,view,2024-05-16 03:33:30
57786,27012,1724,add_to_cart,2024-05-16 03:39:54
57787,27012,1724,checkout,2024-05-16 03:46:58
55721,25791,567,view,2024-05-16 03:52:11
55722,25791,567,add_to_cart,2024-05-16 03:52:32
48683,21676,1317,view,2024-05-16 04:20:08
57047,26587,925,view,2024-05-16 04:42:49
57048,26587,925,add_to_cart,2024-05-16 04:44:53
2665,968,964,view,2024-05-16 04:53:29
2666,968,964,add_to_cart,2024-05-16 04:59:56
2667,968,964,checkout,2024-05-16 05:04:59
2668,968,964,purchase,2024-05-16 05:08:44
43309,18497,1226,view,2024-05-16 05:10:14
37536,15170,1423,view,2024-05-16 05:12:08
37537,15170,1423,add_to_cart,2024-05-16 05:20:15
2669,969,350,view,2024-05-16 05:33:57
2670,969,350,add_to_cart,2024-05-16 05:35:09
57165,26657,941,view,2024-05-16 05:41:23
2671,969,350,checkout,2024-05-16 05:43:27
57166,26657,941,add_to_cart,2024-05-16 05:50:00
2672,969,350,purchase,2024-05-16 05:51:59
2673,970,353,view,2024-05-16 06:35:27
2674,970,353,add_to_cart,2024-05-16 06:38:17
2675,970,353,checkout,2024-05-16 06:39:17
2676,970,353,purchase,2024-05-16 06:45:20
53145,24303,596,view,2024-05-16 07:24:46
53146,24303,596,add_to_cart,2024-05-16 07:25:39
2677,972,724,view,2024-05-16 07:45:16
2678,972,724,add_to_cart,2024-05-16 07:45:51
2679,972,724,checkout,2024-05-16 07:55:41
2680,972,724,purchase,2024-05-16 07:59:09
55656,25750,1948,view,2024-05-16 08:40:49
55657,25750,1948,add_to_cart,2024-05-16 08:50:06
55658,25750,1948,checkout,2024-05-16 08:51:57
43789,18782,665,view,2024-05-16 09:00:19
43790,18782,665,add_to_cart,2024-05-16 09:05:49
43791,18782,665,checkout,2024-05-16 09:07:18
50359,22655,333,view,2024-05-16 09:26:45
41267,17319,1488,view,2024-05-16 09:33:16
41268,17319,1488,add_to_cart,2024-05-16 09:34:44
34935,13669,1530,view,2024-05-16 10:39:09
34936,13669,1530,add_to_cart,2024-05-16 10:45:03
37100,14916,1432,view,2024-05-16 10:52:59
37101,14916,1432,add_to_cart,2024-05-16 10:54:19
45285,19668,1750,view,2024-05-16 11:12:41
49176,21969,820,view,2024-05-16 12:09:04
49177,21969,820,add_to_cart,2024-05-16 12:16:47
35479,13990,1401,view,2024-05-16 13:00:13
56907,26506,1123,view,2024-05-16 13:06:25
56908,26506,1123,add_to_cart,2024-05-16 13:12:29
34898,13646,273,view,2024-05-16 13:19:38
46495,20389,151,view,2024-05-16 13:37:03
40715,16997,548,view,2024-05-16 14:36:13
38856,15925,422,view,2024-05-16 14:55:48
2681,976,823,view,2024-05-16 14:56:34
2682,976,823,add_to_cart,2024-05-16 15:02:21
2683,976,823,checkout,2024-05-16 15:10:12
2684,976,823,purchase,2024-05-16 15:16:47
35437,13968,274,view,2024-05-16 15:50:04
42364,17953,1282,view,2024-05-16 15:59:27
50999,23023,1623,view,2024-05-16 16:02:51
51000,23023,1623,add_to_cart,2024-05-16 16:08:13
50139,22525,421,view,2024-05-16 16:55:43
39697,16420,1907,view,2024-05-16 16:57:22
39698,16420,1907,add_to_cart,2024-05-16 17:06:39
39699,16420,1907,checkout,2024-05-16 17:10:01
51631,23401,414,view,2024-05-16 17:12:51
40619,16941,778,view,2024-05-16 17:26:44
40620,16941,778,add_to_cart,2024-05-16 17:28:51
39008,16017,1761,view,2024-05-16 17:32:59
39009,16017,1761,add_to_cart,2024-05-16 17:36:32
50847,22937,1136,view,2024-05-16 18:10:37
50848,22937,1136,add_to_cart,2024-05-16 18:14:05
50849,22937,1136,checkout,2024-05-16 18:19:58
46331,20295,430,view,2024-05-16 18:20:24
46332,20295,430,add_to_cart,2024-05-16 18:24:40
2685,978,1386,view,2024-05-16 19:02:41
33148,12637,1741,view,2024-05-16 19:07:12
2686,978,1386,add_to_cart,2024-05-16 19:07:49
2687,978,1386,checkout,2024-05-16 19:10:27
53770,24672,388,view,2024-05-16 19:12:37
2688,978,1386,purchase,2024-05-16 19:13:06
2689,979,964,view,2024-05-16 19:35:00
32700,12381,207,view,2024-05-16 19:36:13
2690,979,964,add_to_cart,2024-05-16 19:43:56
2691,979,964,checkout,2024-05-16 19:53:41
48978,21853,514,view,2024-05-16 19:54:29
48979,21853,514,add_to_cart,2024-05-16 19:59:42
2692,979,964,purchase,2024-05-16 20:00:15
47726,21112,1579,view,2024-05-16 21:02:18
47727,21112,1579,add_to_cart,2024-05-16 21:07:26
57438,26810,281,view,2024-05-16 21:13:19
36986,14851,294,view,2024-05-16 22:14:29
39283,16174,1135,view,2024-05-16 22:23:45
39284,16174,1135,add_to_cart,2024-05-16 22:29:45
39285,16174,1135,checkout,2024-05-16 22:34:06
39315,16193,1904,view,2024-05-16 22:47:38
54360,25016,454,view,2024-05-16 22:48:37
55805,25840,461,view,2024-05-16 22:51:37
55806,25840,461,add_to_cart,2024-05-16 22:57:02
55807,25840,461,checkout,2024-05-16 23:06:20
45078,19542,525,view,2024-05-16 23:09:37
2693,981,870,view,2024-05-16 23:13:41
51196,23142,232,view,2024-05-16 23:13:47
45079,19542,525,add_to_cart,2024-05-16 23:16:56
2694,981,870,add_to_cart,2024-05-16 23:17:49
2695,981,870,checkout,2024-05-16 23:21:48
2696,981,870,purchase,2024-05-16 23:26:50
41680,17558,216,view,2024-05-16 23:49:38
41681,17558,216,add_to_cart,2024-05-16 23:55:43
51903,23573,382,view,2024-05-17 00:01:14
41682,17558,216,checkout,2024-05-17 00:02:23
51904,23573,382,add_to_cart,2024-05-17 00:07:32
2697,982,1905,view,2024-05-17 00:08:17
2698,982,1905,add_to_cart,2024-05-17 00:14:05
2699,982,1905,checkout,2024-05-17 00:19:53
2700,982,1905,purchase,2024-05-17 00:25:36
52448,23899,1180,view,2024-05-17 00:53:53
52449,23899,1180,add_to_cart,2024-05-17 00:56:39
52450,23899,1180,checkout,2024-05-17 00:58:48
39149,16098,1270,view,2024-05-17 01:14:15
39150,16098,1270,add_to_cart,2024-05-17 01:19:13
2701,983,913,view,2024-05-17 02:06:49
2702,983,913,add_to_cart,2024-05-17 02:09:17
2703,983,913,checkout,2024-05-17 02:16:42
2704,983,913,purchase,2024-05-17 02:18:59
59566,28012,258,view,2024-05-17 02:45:06
54296,24976,782,view,2024-05-17 03:09:20
54297,24976,782,add_to_cart,2024-05-17 03:11:31
54193,24917,1918,view,2024-05-17 03:26:52
47525,21000,569,view,2024-05-17 04:08:37
47526,21000,569,add_to_cart,2024-05-17 04:14:10
52197,23748,713,view,2024-05-17 04:21:22
48777,21729,1232,view,2024-05-17 05:04:39
32620,12334,720,view,2024-05-17 05:05:08
32621,12334,720,add_to_cart,2024-05-17 05:07:49
35069,13745,957,view,2024-05-17 05:28:46
35070,13745,957,add_to_cart,2024-05-17 05:37:07
53858,24720,1690,view,2024-05-17 05:58:11
33239,12686,1133,view,2024-05-17 06:13:25
2705,985,1452,view,2024-05-17 06:38:39
2706,985,1452,add_to_cart,2024-05-17 06:47:24
2707,985,1452,checkout,2024-05-17 06:52:34
2708,985,1452,purchase,2024-05-17 06:59:04
2709,986,1190,view,2024-05-17 07:39:04
2710,986,1190,add_to_cart,2024-05-17 07:44:41
2711,986,1190,checkout,2024-05-17 07:49:14
2712,986,1190,purchase,2024-05-17 07:56:10
33806,13017,1774,view,2024-05-17 08:08:00
33807,13017,1774,add_to_cart,2024-05-17 08:09:00
44874,19419,1163,view,2024-05-17 08:19:01
44875,19419,1163,add_to_cart,2024-05-17 08:25:20
45063,19534,1029,view,2024-05-17 08:29:17
59393,27918,811,view,2024-05-17 08:32:33
53428,24477,1,view,2024-05-17 08:33:05
2713,987,33,view,2024-05-17 08:39:07
59394,27918,811,add_to_cart,2024-05-17 08:40:15
2714,987,33,add_to_cart,2024-05-17 08:40:30
59395,27918,811,checkout,2024-05-17 08:47:47
2715,987,33,checkout,2024-05-17 08:50:23
2716,987,33,purchase,2024-05-17 08:52:33
2717,988,1174,view,2024-05-17 08:55:32
2718,988,1174,add_to_cart,2024-05-17 09:00:53
2719,988,1174,checkout,2024-05-17 09:06:50
2720,988,1174,purchase,2024-05-17 09:07:27
32962,12526,139,view,2024-05-17 09:42:59
37978,15426,156,view,2024-05-17 11:37:11
42664,18123,345,view,2024-05-17 11:42:56
32289,12137,1195,view,2024-05-17 11:44:29
42665,18123,345,add_to_cart,2024-05-17 11:49:20
42666,18123,345,checkout,2024-05-17 11:56:04
59495,27973,1863,view,2024-05-17 11:56:59
59496,27973,1863,add_to_cart,2024-05-17 12:01:41
59497,27973,1863,checkout,2024-05-17 12:08:50
58258,27277,1497,view,2024-05-17 13:15:37
41961,17715,675,view,2024-05-17 13:47:16
41962,17715,675,add_to_cart,2024-05-17 13:50:07
41963,17715,675,checkout,2024-05-17 14:00:04
57308,26735,1903,view,2024-05-17 14:57:43
57309,26735,1903,add_to_cart,2024-05-17 15:06:56
53028,24234,1916,view,2024-05-17 15:39:37
32525,12272,184,view,2024-05-17 15:41:11
32526,12272,184,add_to_cart,2024-05-17 15:48:52
36512,14581,1821,view,2024-05-17 15:54:28
36513,14581,1821,add_to_cart,2024-05-17 15:58:48
47203,20814,1923,view,2024-05-17 16:32:49
45099,19554,363,view,2024-05-17 16:33:32
34931,13667,1420,view,2024-05-17 16:35:35
45100,19554,363,add_to_cart,2024-05-17 16:36:14
38383,15663,940,view,2024-05-17 16:37:04
47204,20814,1923,add_to_cart,2024-05-17 16:37:56
38384,15663,940,add_to_cart,2024-05-17 16:41:16
34932,13667,1420,add_to_cart,2024-05-17 16:43:07
38385,15663,940,checkout,2024-05-17 16:50:30
34933,13667,1420,checkout,2024-05-17 16:51:07
58438,27387,1764,view,2024-05-17 17:04:12
58439,27387,1764,add_to_cart,2024-05-17 17:04:57
33192,12661,135,view,2024-05-17 17:07:06
33193,12661,135,add_to_cart,2024-05-17 17:11:30
45157,19591,1135,view,2024-05-17 17:31:03
56344,26165,329,view,2024-05-17 17:32:35
45158,19591,1135,add_to_cart,2024-05-17 17:34:32
45159,19591,1135,checkout,2024-05-17 17:42:08
44595,19252,526,view,2024-05-17 17:54:58
44596,19252,526,add_to_cart,2024-05-17 17:58:39
51206,23147,1837,view,2024-05-17 18:13:49
51207,23147,1837,add_to_cart,2024-05-17 18:18:41
49521,22164,1498,view,2024-05-17 20:15:37
49522,22164,1498,add_to_cart,2024-05-17 20:21:12
49523,22164,1498,checkout,2024-05-17 20:22:09
33718,12962,1496,view,2024-05-17 20:23:05
58014,27141,1797,view,2024-05-17 20:37:36
32532,12277,612,view,2024-05-17 20:37:48
33503,12836,1308,view,2024-05-17 20:42:15
33504,12836,1308,add_to_cart,2024-05-17 20:42:36
38367,15655,1275,view,2024-05-17 21:25:23
48998,21866,582,view,2024-05-17 21:53:10
33619,12907,499,view,2024-05-17 22:13:48
46852,20602,856,view,2024-05-17 22:20:02
46853,20602,856,add_to_cart,2024-05-17 22:21:01
33620,12907,499,add_to_cart,2024-05-17 22:22:13
46854,20602,856,checkout,2024-05-17 22:22:50
56772,26423,1158,view,2024-05-18 00:55:50
50942,22988,1792,view,2024-05-18 00:56:31
50943,22988,1792,add_to_cart,2024-05-18 01:04:40
54071,24839,1188,view,2024-05-18 01:34:01
37553,15181,914,view,2024-05-18 01:52:54
37554,15181,914,add_to_cart,2024-05-18 01:57:06
39393,16242,1541,view,2024-05-18 02:08:41
2721,990,263,view,2024-05-18 02:26:08
2722,990,263,add_to_cart,2024-05-18 02:35:48
2723,990,263,checkout,2024-05-18 02:37:15
2724,990,263,purchase,2024-05-18 02:39:04
35426,13960,625,view,2024-05-18 03:35:59
35427,13960,625,add_to_cart,2024-05-18 03:43:53
39746,16448,828,view,2024-05-18 03:49:23
54619,25160,239,view,2024-05-18 03:55:30
2725,992,1326,view,2024-05-18 03:56:45
2726,992,1326,add_to_cart,2024-05-18 03:59:59
2727,992,1326,checkout,2024-05-18 04:04:17
2728,992,1326,purchase,2024-05-18 04:09:32
54403,25041,494,view,2024-05-18 05:21:33
2729,993,1581,view,2024-05-18 05:29:39
2730,993,1581,add_to_cart,2024-05-18 05:30:50
2731,993,1581,checkout,2024-05-18 05:40:24
2732,993,1581,purchase,2024-05-18 05:50:01
39932,16562,115,view,2024-05-18 06:18:32
39933,16562,115,add_to_cart,2024-05-18 06:25:24
39934,16562,115,checkout,2024-05-18 06:26:54
57194,26674,430,view,2024-05-18 07:14:44
2733,995,1839,view,2024-05-18 07:17:51
2734,995,1839,add_to_cart,2024-05-18 07:26:18
2735,995,1839,checkout,2024-05-18 07:29:10
2736,995,1839,purchase,2024-05-18 07:31:36
43185,18421,558,view,2024-05-18 07:43:57
43186,18421,558,add_to_cart,2024-05-18 07:48:45
35382,13935,981,view,2024-05-18 08:35:35
40647,16957,1323,view,2024-05-18 08:45:57
2741,997,567,view,2024-05-18 09:22:14
2742,997,567,add_to_cart,2024-05-18 09:30:30
2743,997,567,checkout,2024-05-18 09:34:13
2737,996,619,view,2024-05-18 09:36:56
2744,997,567,purchase,2024-05-18 09:43:09
2738,996,619,add_to_cart,2024-05-18 09:46:07
2739,996,619,checkout,2024-05-18 09:54:36
2740,996,619,purchase,2024-05-18 10:01:36
2745,998,1821,view,2024-05-18 11:17:20
2746,998,1821,add_to_cart,2024-05-18 11:21:40
2747,998,1821,checkout,2024-05-18 11:25:23
2748,998,1821,purchase,2024-05-18 11:26:03
46015,20113,763,view,2024-05-18 12:35:52
39977,16586,1084,view,2024-05-18 12:44:57
34137,13210,1623,view,2024-05-18 12:57:58
2749,999,873,view,2024-05-18 13:02:59
34138,13210,1623,add_to_cart,2024-05-18 13:04:48
2750,999,873,add_to_cart,2024-05-18 13:05:00
2751,999,873,checkout,2024-05-18 13:05:52
2752,999,873,purchase,2024-05-18 13:12:16
45995,20101,1004,view,2024-05-18 13:14:48
45996,20101,1004,add_to_cart,2024-05-18 13:21:45
36592,14627,2,view,2024-05-18 13:34:26
33805,13016,916,view,2024-05-18 13:35:24
36593,14627,2,add_to_cart,2024-05-18 13:40:04
39969,16583,1149,view,2024-05-18 14:31:46
39970,16583,1149,add_to_cart,2024-05-18 14:37:15
34887,13640,304,view,2024-05-18 14:48:46
34888,13640,304,add_to_cart,2024-05-18 14:55:30
2753,1000,271,view,2024-05-18 15:18:34
2754,1000,271,add_to_cart,2024-05-18 15:24:16
2755,1000,271,checkout,2024-05-18 15:31:05
2756,1000,271,purchase,2024-05-18 15:36:48
39322,16198,940,view,2024-05-18 15:48:12
43197,18429,150,view,2024-05-18 15:48:49
46319,20289,1104,view,2024-05-18 15:53:11
46320,20289,1104,add_to_cart,2024-05-18 15:56:30
39323,16198,940,add_to_cart,2024-05-18 15:58:07
43198,18429,150,add_to_cart,2024-05-18 15:58:38
39324,16198,940,checkout,2024-05-18 16:07:01
36939,14819,1719,view,2024-05-18 16:08:34
32373,12186,877,view,2024-05-18 17:01:28
32416,12212,1529,view,2024-05-18 17:12:36
32417,12212,1529,add_to_cart,2024-05-18 17:13:55
32418,12212,1529,checkout,2024-05-18 17:14:40
51423,23278,1855,view,2024-05-18 18:54:31
51424,23278,1855,add_to_cart,2024-05-18 19:01:49
58629,27490,631,view,2024-05-18 19:06:22
58630,27490,631,add_to_cart,2024-05-18 19:08:33
58631,27490,631,checkout,2024-05-18 19:10:51
2757,1002,1811,view,2024-05-18 19:17:09
2758,1002,1811,add_to_cart,2024-05-18 19:20:00
2759,1002,1811,checkout,2024-05-18 19:21:49
2760,1002,1811,purchase,2024-05-18 19:23:58
2761,1004,1515,view,2024-05-18 19:51:37
37216,14981,1091,view,2024-05-18 19:57:46
2762,1004,1515,add_to_cart,2024-05-18 19:59:05
2763,1004,1515,checkout,2024-05-18 20:01:49
2764,1004,1515,purchase,2024-05-18 20:04:30
35114,13776,1539,view,2024-05-18 20:32:36
35115,13776,1539,add_to_cart,2024-05-18 20:41:01
52936,24178,170,view,2024-05-18 22:43:28
54806,25269,224,view,2024-05-18 22:46:20
40527,16887,599,view,2024-05-18 23:10:29
40528,16887,599,add_to_cart,2024-05-18 23:15:34
2765,1006,604,view,2024-05-18 23:44:43
2766,1006,604,add_to_cart,2024-05-18 23:46:02
2767,1006,604,checkout,2024-05-18 23:55:38
2768,1006,604,purchase,2024-05-19 00:01:02
2769,1007,1779,view,2024-05-19 00:20:20
2770,1007,1779,add_to_cart,2024-05-19 00:30:14
2771,1007,1779,checkout,2024-05-19 00:33:11
2772,1007,1779,purchase,2024-05-19 00:37:47
58450,27394,1688,view,2024-05-19 01:28:18
58451,27394,1688,add_to_cart,2024-05-19 01:35:03
2773,1009,1763,view,2024-05-19 01:39:31
2774,1009,1763,add_to_cart,2024-05-19 01:40:44
2775,1009,1763,checkout,2024-05-19 01:45:01
2776,1009,1763,purchase,2024-05-19 01:50:08
33036,12571,434,view,2024-05-19 01:50:42
46232,20241,1779,view,2024-05-19 02:01:30
46233,20241,1779,add_to_cart,2024-05-19 02:11:25
37396,15089,421,view,2024-05-19 02:27:35
2777,1011,1836,view,2024-05-19 03:29:21
