customer_id,signup_date,channel,country,total_orders,total_revenue,total_gross_margin,first_order_date,last_order_date,avg_order_value,recency_days,tenure_days,clv,rfm_r,rfm_f,rfm_m,rfm_score,rfm_segment
323,2024-08-12,organic,FR,4.0,1776.38,909.4000000000001,2024-08-20 11:39:44,2024-11-27 05:43:39,444.095,34.0,141,1776.38,3.0,3.0,4.0,10.0,Loyal Customers
324,2024-12-01,email,CA,13.0,4766.68,2241.95,2024-12-01 10:20:53,2024-12-31 02:07:09,366.66769230769233,0.0,30,4766.68,5.0,5.0,5.0,15.0,Champions
325,2024-12-22,organic,DE,6.0,1678.33,878.48,2024-12-23 05:15:12,2024-12-31 17:05:04,279.72166666666664,0.0,9,1678.33,5.0,4.0,4.0,13.0,Champions
326,2024-03-25,referral,AU,10.0,3327.0099999999998,1629.16,2024-04-17 15:45:41,2024-09-10 15:51:05,332.70099999999996,112.0,281,3327.0099999999998,1.0,5.0,5.0,11.0,At Risk
327,2024-03-27,paid_search,US,0.0,0.0,0.0,,,0.0,279.0,279,0.0,,,,,No Orders
328,2024-01-14,social,AU,3.0,968.95,459.6,2024-05-02 15:26:16,2024-09-14 13:18:38,322.98333333333335,108.0,352,968.95,1.0,2.0,3.0,6.0,Lost
329,2024-02-21,organic,GB,1.0,138.12,44.150000000000006,2024-06-07 22:25:54,2024-06-07 22:25:54,138.12,207.0,314,138.12,1.0,1.0,1.0,3.0,Lost
330,2024-07-22,organic,US,0.0,0.0,0.0,,,0.0,162.0,162,0.0,,,,,No Orders
331,2024-07-19,email,NL,2.0,330.11,178.94000000000003,2024-09-14 01:00:01,2024-11-22 19:59:36,165.055,39.0,165,330.11,2.0,1.0,1.0,4.0,Lost
332,2024-05-15,paid_search,US,6.0,1812.92,878.53,2024-06-10 13:02:26,2024-11-15 02:45:39,302.15333333333336,46.0,230,1812.92,2.0,4.0,4.0,10.0,At Risk
333,2024-04-23,paid_search,US,12.0,3643.59,1613.67,2024-04-24 16:32:56,2024-12-28 11:31:58,303.6325,3.0,252,3643.59,5.0,5.0,5.0,15.0,Champions
334,2024-10-30,affiliate,US,2.0,541.43,246.54999999999998,2024-11-14 05:51:09,2024-12-07 09:01:25,270.715,24.0,62,541.43,3.0,1.0,2.0,6.0,Others
335,2024-06-17,affiliate,US,4.0,1058.67,546.86,2024-07-06 08:41:57,2024-12-30 20:43:39,264.6675,1.0,197,1058.67,5.0,3.0,3.0,11.0,Loyal Customers
336,2024-10-22,email,US,5.0,639.38,323.03,2024-10-28 12:01:02,2024-12-17 03:34:04,127.876,14.0,70,639.38,4.0,3.0,2.0,9.0,Potential Loyalists
337,2024-12-18,organic,GB,3.0,647.62,325.38,2024-12-25 17:46:41,2024-12-31 18:24:01,215.87333333333333,0.0,13,647.62,5.0,2.0,2.0,9.0,New Customers
338,2024-04-26,social,AU,14.0,3856.55,1846.6,2024-05-23 23:43:39,2024-12-04 06:57:21,275.46785714285716,27.0,249,3856.55,3.0,5.0,5.0,13.0,Loyal Customers
339,2024-03-15,referral,US,2.0,1190.65,548.88,2024-05-03 05:30:37,2024-12-12 06:06:27,595.325,19.0,291,1190.65,3.0,1.0,3.0,7.0,Others
340,2024-12-14,paid_search,GB,1.0,490.64,269.49,2024-12-26 23:05:34,2024-12-26 23:05:34,490.64,5.0,17,490.64,5.0,1.0,2.0,8.0,New Customers
341,2024-08-20,organic,US,2.0,610.97,272.57,2024-10-25 04:49:03,2024-12-11 17:13:02,305.485,20.0,133,610.97,3.0,1.0,2.0,6.0,Others
342,2024-04-16,email,CA,3.0,1283.48,684.5300000000001,2024-05-02 05:23:43,2024-11-19 14:07:18,427.82666666666665,42.0,259,1283.48,2.0,2.0,3.0,7.0,Lost
343,2024-08-15,paid_search,US,0.0,0.0,0.0,,,0.0,138.0,138,0.0,,,,,No Orders
344,2024-07-07,social,US,3.0,1122.8000000000002,517.6700000000001,2024-07-25 21:55:23,2024-10-27 14:02:07,374.2666666666667,65.0,177,1122.8000000000002,2.0,2.0,3.0,7.0,Lost
345,2024-11-27,affiliate,GB,8.0,2818.19,1363.46,2024-11-28 01:00:10,2024-12-31 03:12:06,352.27375,0.0,34,2818.19,5.0,5.0,5.0,15.0,Champions
346,2024-04-03,social,FR,1.0,521.34,238.88,2024-07-08 02:02:17,2024-07-08 02:02:17,521.34,176.0,272,521.34,1.0,1.0,2.0,4.0,Lost
347,2024-12-28,paid_search,CA,1.0,237.23,113.22999999999999,2024-12-30 20:37:55,2024-12-30 20:37:55,237.23,1.0,3,237.23,5.0,1.0,1.0,7.0,New Customers
348,2024-12-08,paid_search,DE,7.0,2161.34,959.44,2024-12-09 19:53:56,2024-12-31 22:44:17,308.7628571428572,0.0,23,2161.34,5.0,4.0,4.0,13.0,Champions
349,2024-03-07,paid_search,CA,6.0,1900.46,954.84,2024-04-02 06:57:56,2024-11-27 00:13:43,316.74333333333334,34.0,299,1900.46,3.0,4.0,4.0,11.0,Loyal Customers
350,2024-03-01,organic,US,1.0,812.47,363.87,2024-05-16 05:42:57,2024-05-16 05:42:57,812.47,229.0,305,812.47,1.0,1.0,2.0,4.0,Lost
351,2024-07-14,email,US,6.0,1426.2600000000002,732.88,2024-07-25 18:02:28,2024-12-30 08:51:14,237.71000000000004,1.0,170,1426.2600000000002,5.0,4.0,4.0,13.0,Champions
352,2024-01-17,email,US,1.0,745.8,347.75,2024-04-24 09:09:27,2024-04-24 09:09:27,745.8,251.0,349,745.8,1.0,1.0,2.0,4.0,Lost
353,2024-04-19,organic,US,6.0,1832.05,782.87,2024-05-16 06:58:27,2024-11-28 16:53:36,305.34166666666664,33.0,256,1832.05,3.0,4.0,4.0,11.0,Loyal Customers
354,2024-06-08,organic,US,0.0,0.0,0.0,,,0.0,206.0,206,0.0,,,,,No Orders
355,2024-12-20,referral,GB,2.0,1228.53,520.1299999999999,2024-12-22 12:02:16,2024-12-22 13:42:40,614.265,9.0,11,1228.53,4.0,1.0,3.0,8.0,New Customers
356,2024-12-29,organic,US,3.0,1360.51,593.11,2024-12-31 04:23:53,2024-12-31 23:54:09,453.50333333333333,0.0,2,1360.51,5.0,2.0,3.0,10.0,New Customers
357,2024-02-25,paid_search,DE,10.0,4151.65,2016.73,2024-04-06 17:09:09,2024-12-29 23:08:46,415.16499999999996,2.0,310,4151.65,5.0,5.0,5.0,15.0,Champions
358,2024-11-22,paid_search,GB,5.0,1748.3500000000001,799.3600000000001,2024-11-26 13:40:08,2024-11-29 14:52:22,349.67,32.0,39,1748.3500000000001,3.0,3.0,4.0,10.0,Loyal Customers
359,2024-02-03,social,FR,2.0,1038.6999999999998,578.96,2024-03-26 09:48:47,2024-05-12 03:18:18,519.3499999999999,233.0,332,1038.6999999999998,1.0,1.0,3.0,5.0,Lost
360,2024-09-30,organic,FR,1.0,343.26,209.29000000000002,2024-10-12 10:02:55,2024-10-12 10:02:55,343.26,80.0,92,343.26,2.0,1.0,1.0,4.0,Lost
361,2024-11-05,social,US,0.0,0.0,0.0,,,0.0,56.0,56,0.0,,,,,No Orders
362,2024-11-22,paid_search,US,3.0,604.84,315.88,2024-11-25 00:40:53,2024-12-13 13:22:32,201.61333333333334,18.0,39,604.84,3.0,2.0,2.0,7.0,Potential Loyalists
363,2024-03-22,social,DE,3.0,345.37,148.94,2024-04-18 09:36:28,2024-11-19 15:14:26,115.12333333333333,42.0,284,345.37,2.0,2.0,1.0,5.0,Lost
364,2024-11-23,organic,DE,5.0,1509.5700000000002,809.1,2024-11-25 11:46:16,2024-12-30 23:31:37,301.91400000000004,1.0,38,1509.5700000000002,5.0,3.0,4.0,12.0,Loyal Customers
365,2024-02-12,paid_search,US,7.0,2213.58,1093.95,2024-02-27 07:56:10,2024-12-17 10:12:32,316.2257142857143,14.0,323,2213.58,4.0,4.0,4.0,12.0,Champions
366,2024-07-08,paid_search,US,5.0,835.22,300.46000000000004,2024-09-09 08:35:51,2024-12-31 00:31:54,167.044,0.0,176,835.22,5.0,3.0,2.0,10.0,Potential Loyalists
367,2024-06-20,organic,FR,2.0,738.14,326.64,2024-08-21 21:38:38,2024-09-09 21:17:28,369.07,113.0,194,738.14,1.0,1.0,2.0,4.0,Lost
368,2024-04-25,organic,DE,1.0,836.74,373.92,2024-07-27 18:27:17,2024-07-27 18:27:17,836.74,157.0,250,836.74,1.0,1.0,2.0,4.0,Lost
369,2024-01-09,organic,US,9.0,2065.94,1005.88,2024-04-22 14:17:46,2024-12-07 02:41:35,229.54888888888888,24.0,357,2065.94,3.0,5.0,4.0,12.0,Loyal Customers
370,2024-10-09,paid_search,GB,1.0,193.19000000000003,90.80000000000001,2024-12-03 03:16:25,2024-12-03 03:16:25,193.19000000000003,28.0,83,193.19000000000003,3.0,1.0,1.0,5.0,Others
371,2024-05-02,organic,AU,4.0,411.04999999999995,168.45,2024-05-22 13:41:00,2024-11-11 18:14:56,102.76249999999999,50.0,243,411.04999999999995,2.0,3.0,1.0,6.0,At Risk
372,2024-08-30,referral,US,9.0,3058.06,1394.1599999999999,2024-08-31 02:10:51,2024-12-07 00:24:05,339.78444444444443,24.0,123,3058.06,3.0,5.0,5.0,13.0,Loyal Customers
373,2024-05-30,paid_search,AU,7.0,2417.58,1181.83,2024-09-27 12:27:54,2024-12-30 12:19:03,345.36857142857144,1.0,215,2417.58,5.0,4.0,5.0,14.0,Champions
374,2024-05-16,email,US,0.0,0.0,0.0,,,0.0,229.0,229,0.0,,,,,No Orders
375,2024-11-20,affiliate,GB,6.0,1762.95,901.76,2024-12-03 14:31:44,2024-12-29 17:06:46,293.825,2.0,41,1762.95,5.0,4.0,4.0,13.0,Champions
376,2024-02-04,organic,GB,6.0,1439.53,668.9300000000001,2024-02-15 11:52:22,2024-10-04 05:48:04,239.92166666666665,88.0,331,1439.53,1.0,4.0,4.0,9.0,At Risk
377,2024-09-26,social,US,0.0,0.0,0.0,,,0.0,96.0,96,0.0,,,,,No Orders
378,2024-09-30,referral,NL,2.0,780.3699999999999,367.33000000000004,2024-10-12 07:37:44,2024-12-17 05:02:07,390.18499999999995,14.0,92,780.3699999999999,4.0,1.0,2.0,7.0,New Customers
379,2024-05-19,social,GB,0.0,0.0,0.0,,,0.0,226.0,226,0.0,,,,,No Orders
380,2024-04-06,paid_search,NL,3.0,878.1300000000001,421.83000000000004,2024-05-15 00:08:23,2024-09-19 04:22:27,292.71000000000004,103.0,269,878.1300000000001,1.0,2.0,2.0,5.0,Lost
381,2024-01-02,paid_search,US,2.0,544.49,273.54,2024-02-13 01:06:50,2024-07-06 08:12:23,272.245,178.0,364,544.49,1.0,1.0,2.0,4.0,Lost
382,2024-12-08,organic,AU,10.0,3504.8,1696.3,2024-12-10 03:26:24,2024-12-31 19:22:03,350.48,0.0,23,3504.8,5.0,5.0,5.0,15.0,Champions
383,2024-12-12,paid_search,NL,10.0,2051.5,1009.53,2024-12-12 00:26:15,2024-12-30 07:41:43,205.15,1.0,19,2051.5,5.0,5.0,4.0,14.0,Champions
384,2024-03-29,affiliate,GB,0.0,0.0,0.0,,,0.0,277.0,277,0.0,,,,,No Orders
385,2024-01-12,affiliate,US,0.0,0.0,0.0,,,0.0,354.0,354,0.0,,,,,No Orders
386,2024-02-14,organic,FR,8.0,3615.7200000000003,1783.9099999999999,2024-02-22 16:19:49,2024-12-27 04:16:58,451.96500000000003,4.0,321,3615.7200000000003,5.0,5.0,5.0,15.0,Champions
387,2024-01-25,social,GB,6.0,1647.97,804.46,2024-02-06 22:23:32,2024-11-15 02:34:54,274.6616666666667,46.0,341,1647.97,2.0,4.0,4.0,10.0,At Risk
388,2024-10-31,organic,NL,15.0,3840.18,1846.3,2024-11-01 10:09:45,2024-12-30 23:31:40,256.012,1.0,61,3840.18,5.0,5.0,5.0,15.0,Champions
389,2024-11-22,referral,GB,10.0,3235.6600000000003,1592.28,2024-11-23 12:12:33,2024-12-26 17:17:04,323.56600000000003,5.0,39,3235.6600000000003,5.0,5.0,5.0,15.0,Champions
390,2024-02-26,organic,US,4.0,912.08,435.09000000000003,2024-05-28 05:22:31,2024-10-24 02:49:36,228.02,68.0,309,912.08,2.0,3.0,3.0,8.0,At Risk
391,2024-09-30,referral,US,4.0,1143.58,583.25,2024-10-04 03:18:45,2024-12-14 11:44:38,285.895,17.0,92,1143.58,3.0,3.0,3.0,9.0,Loyal Customers
392,2024-03-06,email,FR,2.0,1409.17,580.61,2024-03-31 04:29:02,2024-08-04 09:02:17,704.585,149.0,300,1409.17,1.0,1.0,4.0,6.0,Lost
393,2024-05-14,organic,SE,6.0,1643.95,802.29,2024-07-04 09:08:38,2024-12-30 06:04:35,273.9916666666667,1.0,231,1643.95,5.0,4.0,4.0,13.0,Champions
394,2024-08-07,organic,US,8.0,2702.31,1219.5,2024-08-09 13:58:08,2024-12-29 22:28:15,337.78875,2.0,146,2702.31,5.0,5.0,5.0,15.0,Champions
395,2024-09-20,email,CA,2.0,561.34,298.97,2024-12-18 02:31:27,2024-12-26 06:14:38,280.67,5.0,102,561.34,5.0,1.0,2.0,8.0,New Customers
396,2024-11-16,organic,NL,5.0,1602.69,672.21,2024-11-25 02:10:47,2024-12-29 00:46:58,320.538,2.0,45,1602.69,5.0,3.0,4.0,12.0,Loyal Customers
397,2024-01-17,paid_search,US,7.0,2263.44,1074.2,2024-01-20 21:38:10,2024-12-30 13:16:15,323.34857142857146,1.0,349,2263.44,5.0,4.0,5.0,14.0,Champions
398,2024-03-12,referral,US,9.0,2431.16,1154.53,2024-03-19 03:01:26,2024-12-21 05:35:33,270.12888888888887,10.0,294,2431.16,4.0,5.0,5.0,14.0,Champions
399,2024-04-12,social,FR,9.0,2664.69,1317.95,2024-05-19 05:41:28,2024-11-13 14:43:04,296.07666666666665,48.0,263,2664.69,2.0,5.0,5.0,12.0,At Risk
400,2024-04-23,paid_search,DE,1.0,246.14000000000001,114.35000000000002,2024-06-19 03:59:24,2024-06-19 03:59:24,246.14000000000001,195.0,252,246.14000000000001,1.0,1.0,1.0,3.0,Lost
401,2024-12-31,paid_search,US,1.0,387.08,207.02999999999997,2024-12-31 15:21:43,2024-12-31 15:21:43,387.08,0.0,0,387.08,5.0,1.0,1.0,7.0,New Customers
402,2024-10-11,organic,AU,0.0,0.0,0.0,,,0.0,81.0,81,0.0,,,,,No Orders
403,2024-04-27,affiliate,GB,3.0,514.51,245.33999999999997,2024-06-14 05:36:39,2024-11-15 10:24:46,171.50333333333333,46.0,248,514.51,2.0,2.0,2.0,6.0,Lost
404,2024-12-21,organic,NL,14.0,4338.28,2063.7799999999997,2024-12-21 01:24:28,2024-12-31 22:40:25,309.8771428571428,0.0,10,4338.28,5.0,5.0,5.0,15.0,Champions
405,2024-07-01,organic,AU,3.0,698.9,345.27,2024-08-20 23:44:33,2024-12-07 09:47:15,232.96666666666667,24.0,183,698.9,3.0,2.0,2.0,7.0,Potential Loyalists
406,2024-07-02,organic,CA,2.0,790.07,356.01,2024-11-11 20:38:36,2024-12-21 05:59:40,395.035,10.0,182,790.07,4.0,1.0,2.0,7.0,New Customers
407,2024-06-07,affiliate,GB,3.0,1030.8899999999999,523.18,2024-10-15 12:53:04,2024-12-26 03:37:04,343.62999999999994,5.0,207,1030.8899999999999,5.0,2.0,3.0,10.0,New Customers
408,2024-02-22,organic,US,1.0,445.06,247.41,2024-03-31 21:13:04,2024-03-31 21:13:04,445.06,275.0,313,445.06,1.0,1.0,1.0,3.0,Lost
409,2024-12-07,referral,GB,4.0,1331.86,629.3799999999999,2024-12-12 21:05:35,2024-12-25 04:26:31,332.965,6.0,24,1331.86,4.0,3.0,3.0,10.0,Loyal Customers
410,2024-01-06,social,US,14.0,4995.27,2378.63,2024-01-10 19:17:40,2024-12-22 04:24:25,356.805,9.0,360,4995.27,4.0,5.0,5.0,14.0,Champions
411,2024-03-04,email,DE,8.0,3114.17,1389.1100000000001,2024-03-10 12:19:47,2024-12-25 08:10:35,389.27125,6.0,302,3114.17,4.0,5.0,5.0,14.0,Champions
412,2024-03-25,affiliate,US,2.0,831.53,351.62,2024-06-25 13:53:20,2024-09-30 22:14:07,415.765,92.0,281,831.53,1.0,1.0,2.0,4.0,Lost
413,2024-04-12,email,GB,5.0,1765.47,766.1,2024-05-09 01:31:27,2024-12-25 20:39:21,353.094,6.0,263,1765.47,4.0,3.0,4.0,11.0,Loyal Customers
414,2024-02-18,referral,US,8.0,1921.15,873.8,2024-05-02 23:48:07,2024-11-12 18:18:55,240.14375,49.0,317,1921.15,2.0,5.0,4.0,11.0,At Risk
415,2024-01-07,organic,US,3.0,1531.8600000000001,702.38,2024-01-09 04:32:18,2024-10-12 07:28:59,510.62000000000006,80.0,359,1531.8600000000001,2.0,2.0,4.0,8.0,Lost
416,2024-09-05,email,US,4.0,1044.71,394.4,2024-09-15 00:09:13,2024-11-24 04:19:30,261.1775,37.0,117,1044.71,3.0,3.0,3.0,9.0,Loyal Customers
417,2024-12-20,paid_search,DE,3.0,1109.6,504.55999999999995,2024-12-20 19:27:15,2024-12-29 22:04:28,369.8666666666666,2.0,11,1109.6,5.0,2.0,3.0,10.0,New Customers
418,2024-02-14,paid_search,CA,0.0,0.0,0.0,,,0.0,321.0,321,0.0,,,,,No Orders
419,2024-04-18,referral,US,4.0,1143.25,537.0699999999999,2024-04-22 05:38:33,2024-11-04 06:16:46,285.8125,57.0,257,1143.25,2.0,3.0,3.0,8.0,At Risk
420,2024-07-04,affiliate,AU,8.0,2672.67,1223.97,2024-07-29 14:54:27,2024-11-28 13:44:13,334.08375,33.0,180,2672.67,3.0,5.0,5.0,13.0,Loyal Customers
421,2024-12-05,social,AU,18.0,4902.16,2298.82,2024-12-05 16:38:45,2024-12-29 12:47:35,272.34222222222223,2.0,26,4902.16,5.0,5.0,5.0,15.0,Champions
422,2024-09-11,paid_search,US,11.0,2050.23,977.7299999999999,2024-09-28 15:22:02,2024-12-16 16:26:23,186.38454545454545,15.0,111,2050.23,4.0,5.0,4.0,13.0,Champions
423,2024-10-07,paid_search,DE,0.0,0.0,0.0,,,0.0,85.0,85,0.0,,,,,No Orders
424,2024-07-31,paid_search,US,0.0,0.0,0.0,,,0.0,153.0,153,0.0,,,,,No Orders
425,2024-06-01,paid_search,US,9.0,2592.7400000000002,1293.45,2024-08-01 02:59:48,2024-12-20 00:41:23,288.08222222222224,11.0,213,2592.7400000000002,4.0,5.0,5.0,14.0,Champions
426,2024-03-14,paid_search,GB,0.0,0.0,0.0,,,0.0,292.0,292,0.0,,,,,No Orders
427,2024-11-12,organic,US,8.0,3173.33,1531.5600000000002,2024-11-24 04:30:14,2024-12-30 16:14:01,396.66625,1.0,49,3173.33,5.0,5.0,5.0,15.0,Champions
428,2024-10-21,organic,AU,0.0,0.0,0.0,,,0.0,71.0,71,0.0,,,,,No Orders
429,2024-01-10,email,NL,1.0,29.19,11.880000000000003,2024-11-26 19:46:11,2024-11-26 19:46:11,29.19,35.0,356,29.19,3.0,1.0,1.0,5.0,Others
430,2024-09-18,paid_search,CA,7.0,1682.96,872.6300000000001,2024-09-20 02:09:25,2024-12-15 05:02:13,240.42285714285714,16.0,104,1682.96,4.0,4.0,4.0,12.0,Champions
431,2024-01-31,referral,DE,5.0,1285.08,614.1600000000001,2024-07-09 07:25:37,2024-11-22 14:42:35,257.01599999999996,39.0,335,1285.08,2.0,3.0,3.0,8.0,At Risk
432,2024-09-27,social,GB,8.0,2337.69,1006.89,2024-09-27 16:30:01,2024-12-16 02:07:20,292.21125,15.0,95,2337.69,4.0,5.0,5.0,14.0,Champions
433,2024-10-29,organic,SE,6.0,1573.76,807.56,2024-10-29 00:23:43,2024-12-05 07:20:42,262.29333333333335,26.0,63,1573.76,3.0,4.0,4.0,11.0,Loyal Customers
434,2024-02-17,organic,US,2.0,649.69,341.72999999999996,2024-07-10 15:03:30,2024-11-04 12:22:19,324.845,57.0,318,649.69,2.0,1.0,2.0,5.0,Lost
435,2024-06-07,organic,US,11.0,3192.35,1660.32,2024-06-12 11:32:21,2024-12-20 12:32:34,290.21363636363634,11.0,207,3192.35,4.0,5.0,5.0,14.0,Champions
436,2024-02-15,affiliate,DE,3.0,1173.69,529.6999999999999,2024-04-14 16:56:25,2024-09-14 18:10:20,391.23,108.0,320,1173.69,1.0,2.0,3.0,6.0,Lost
437,2024-07-26,organic,US,10.0,3098.16,1562.9,2024-08-23 06:57:35,2024-12-31 18:54:31,309.816,0.0,158,3098.16,5.0,5.0,5.0,15.0,Champions
438,2024-12-05,paid_search,US,3.0,439.8,197.25,2024-12-05 00:01:38,2024-12-30 12:42:15,146.6,1.0,26,439.8,5.0,2.0,1.0,8.0,New Customers
439,2024-01-30,referral,US,3.0,1394.96,638.85,2024-02-29 09:01:46,2024-04-23 09:39:46,464.9866666666667,252.0,336,1394.96,1.0,2.0,4.0,7.0,Lost
440,2024-05-25,affiliate,DE,0.0,0.0,0.0,,,0.0,220.0,220,0.0,,,,,No Orders
441,2024-12-22,organic,US,1.0,69.64,26.799999999999997,2024-12-25 14:14:15,2024-12-25 14:14:15,69.64,6.0,9,69.64,4.0,1.0,1.0,6.0,New Customers
442,2024-04-20,organic,US,3.0,1325.39,566.68,2024-07-03 11:54:30,2024-11-21 08:43:48,441.7966666666667,40.0,255,1325.39,2.0,2.0,3.0,7.0,Lost
443,2024-02-18,organic,US,12.0,2694.3999999999996,1303.04,2024-04-05 15:31:26,2024-12-05 09:33:03,224.5333333333333,26.0,317,2694.3999999999996,3.0,5.0,5.0,13.0,Loyal Customers
444,2024-06-27,organic,US,1.0,266.03000000000003,99.70000000000002,2024-12-08 19:33:50,2024-12-08 19:33:50,266.03000000000003,23.0,187,266.03000000000003,3.0,1.0,1.0,5.0,Others
445,2024-07-05,organic,AU,1.0,41.519999999999996,21.85,2024-09-20 14:01:23,2024-09-20 14:01:23,41.519999999999996,102.0,179,41.519999999999996,1.0,1.0,1.0,3.0,Lost
446,2024-08-30,social,US,7.0,3228.72,1553.7199999999998,2024-09-08 12:17:05,2024-11-26 13:16:08,461.24571428571426,35.0,123,3228.72,3.0,4.0,5.0,12.0,Loyal Customers
447,2024-04-24,referral,FR,2.0,354.75,172.29000000000002,2024-06-05 15:45:53,2024-10-12 09:23:39,177.375,80.0,251,354.75,2.0,1.0,1.0,4.0,Lost
448,2024-12-15,paid_search,CA,5.0,989.78,515.0100000000001,2024-12-20 10:00:07,2024-12-29 18:56:48,197.956,2.0,16,989.78,5.0,3.0,3.0,11.0,Loyal Customers
449,2024-07-09,social,US,2.0,556.72,237.3,2024-10-07 06:32:57,2024-11-15 20:26:26,278.36,46.0,175,556.72,2.0,1.0,2.0,5.0,Lost
450,2024-04-14,organic,CA,10.0,3377.27,1677.33,2024-05-02 00:43:40,2024-12-26 16:34:43,337.727,5.0,261,3377.27,5.0,5.0,5.0,15.0,Champions
451,2024-12-17,email,FR,7.0,3261.4300000000003,1411.78,2024-12-18 15:15:24,2024-12-29 15:50:29,465.91857142857145,2.0,14,3261.4300000000003,5.0,4.0,5.0,14.0,Champions
452,2024-12-04,social,GB,5.0,1433.24,739.91,2024-12-08 02:30:51,2024-12-18 08:53:40,286.648,13.0,27,1433.24,4.0,3.0,4.0,11.0,Loyal Customers
453,2024-07-01,referral,US,7.0,2553.4,1217.91,2024-07-09 19:14:04,2024-11-08 15:14:04,364.7714285714286,53.0,183,2553.4,2.0,4.0,5.0,11.0,At Risk
454,2024-01-10,referral,US,6.0,2092.7,1005.12,2024-01-21 17:38:06,2024-12-24 09:31:27,348.7833333333333,7.0,356,2092.7,4.0,4.0,4.0,12.0,Champions
455,2024-08-06,paid_search,SE,2.0,1113.33,545.1500000000001,2024-08-21 09:11:20,2024-11-06 07:17:59,556.665,55.0,147,1113.33,2.0,1.0,3.0,6.0,Lost
456,2024-07-22,organic,CA,9.0,2744.0,1308.8400000000001,2024-07-27 03:47:52,2024-12-29 17:18:49,304.8888888888889,2.0,162,2744.0,5.0,5.0,5.0,15.0,Champions
457,2024-02-24,organic,NL,4.0,1569.6599999999999,735.73,2024-07-14 11:28:56,2024-10-26 04:00:22,392.41499999999996,66.0,311,1569.6599999999999,2.0,3.0,4.0,9.0,At Risk
458,2024-08-20,paid_search,NL,5.0,1043.32,446.61,2024-10-04 13:39:06,2024-11-22 19:23:00,208.664,39.0,133,1043.32,2.0,3.0,3.0,8.0,At Risk
459,2024-11-03,referral,US,9.0,2238.63,1090.5900000000001,2024-11-03 01:13:28,2024-12-26 03:55:41,248.73666666666668,5.0,58,2238.63,5.0,5.0,5.0,15.0,Champions
460,2024-02-08,paid_search,CA,11.0,3824.24,1863.54,2024-02-21 09:34:08,2024-12-16 02:28:13,347.6581818181818,15.0,327,3824.24,4.0,5.0,5.0,14.0,Champions
461,2024-09-21,email,GB,0.0,0.0,0.0,,,0.0,101.0,101,0.0,,,,,No Orders
462,2024-02-21,paid_search,CA,1.0,167.04,90.19,2024-08-01 05:30:32,2024-08-01 05:30:32,167.04,152.0,314,167.04,1.0,1.0,1.0,3.0,Lost
463,2024-10-01,organic,US,1.0,623.88,304.0,2024-12-21 22:58:24,2024-12-21 22:58:24,623.88,10.0,91,623.88,4.0,1.0,2.0,7.0,New Customers
464,2024-06-02,organic,US,2.0,400.59999999999997,206.80999999999997,2024-07-14 15:35:59,2024-08-15 05:44:40,200.29999999999998,138.0,212,400.59999999999997,1.0,1.0,1.0,3.0,Lost
465,2024-01-03,social,CA,0.0,0.0,0.0,,,0.0,363.0,363,0.0,,,,,No Orders
466,2024-12-19,social,CA,2.0,572.98,286.82,2024-12-21 04:37:26,2024-12-27 06:52:22,286.49,4.0,12,572.98,5.0,1.0,2.0,8.0,New Customers
467,2024-03-01,paid_search,DE,3.0,544.95,236.98,2024-04-27 08:47:08,2024-09-04 20:34:46,181.65,118.0,305,544.95,1.0,2.0,2.0,5.0,Lost
468,2024-08-06,organic,US,4.0,846.79,385.03000000000003,2024-08-09 22:38:06,2024-12-29 20:27:27,211.6975,2.0,147,846.79,5.0,3.0,2.0,10.0,Potential Loyalists
469,2024-03-07,social,US,1.0,108.23,41.59,2024-05-31 04:22:57,2024-05-31 04:22:57,108.23,214.0,299,108.23,1.0,1.0,1.0,3.0,Lost
470,2024-12-07,organic,SE,7.0,1477.02,761.14,2024-12-07 02:07:31,2024-12-28 16:13:52,211.00285714285715,3.0,24,1477.02,5.0,4.0,4.0,13.0,Champions
471,2024-09-27,referral,GB,3.0,320.17999999999995,164.69,2024-10-29 14:08:06,2024-12-11 16:58:18,106.72666666666665,20.0,95,320.17999999999995,3.0,2.0,1.0,6.0,Others
472,2024-10-21,organic,GB,5.0,1126.53,474.9599999999999,2024-11-11 13:31:04,2024-12-30 23:07:38,225.30599999999998,1.0,71,1126.53,5.0,3.0,3.0,11.0,Loyal Customers
473,2024-06-07,organic,GB,2.0,913.25,450.84000000000003,2024-07-16 02:40:46,2024-07-31 18:35:56,456.625,153.0,207,913.25,1.0,1.0,3.0,5.0,Lost
474,2024-06-20,paid_search,US,6.0,2282.88,947.6099999999999,2024-07-14 21:20:09,2024-12-11 01:26:44,380.48,20.0,194,2282.88,3.0,4.0,5.0,12.0,Loyal Customers
475,2024-08-20,paid_search,GB,2.0,1075.1,529.8,2024-09-08 18:25:44,2024-12-01 09:20:19,537.55,30.0,133,1075.1,3.0,1.0,3.0,7.0,Others
476,2024-10-14,paid_search,GB,6.0,1325.77,619.2900000000001,2024-11-07 16:20:43,2024-12-24 10:06:59,220.96166666666667,7.0,78,1325.77,4.0,4.0,3.0,11.0,Loyal Customers
477,2024-11-05,paid_search,CA,4.0,2166.85,1059.4199999999998,2024-11-06 10:28:10,2024-12-29 06:34:42,541.7125,2.0,56,2166.85,5.0,3.0,4.0,12.0,Loyal Customers
